date,slight,serious,total_vehicle_num,most_collision
2018-05-30T01:00Z,64,13,242685,tower hamlets collision
2018-05-31T01:00Z,58,9,597552,harrow collision
2018-06-01T01:00Z,78,9,694687,hounslow collision
2018-06-02T01:00Z,46,6,424146,brent collision
2018-06-03T01:00Z,68,6,479653,tower hamlets collision
2018-06-04T01:00Z,59,8,163347,southwark collision
2018-06-05T01:00Z,77,11,264421,lewisham collision
2018-06-06T01:00Z,86,17,99295,greenwich collision
2018-06-07T01:00Z,72,11,32856,tower hamlets collision
2018-06-08T01:00Z,78,10,156570,enfield collision
2018-06-09T01:00Z,75,5,119959,newham collision
2018-06-10T01:00Z,59,10,110263,newham collision
2018-06-11T01:00Z,102,15,185482,ealing collision
2018-06-12T01:00Z,74,12,272066,enfield collision
2018-06-13T01:00Z,68,2,340318,lambeth collision
2018-06-14T01:00Z,97,16,27386,wandsworth collision
2018-06-15T01:00Z,73,16,198999,tower hamlets collision
2018-06-16T01:00Z,90,9,133790,tower hamlets collision
2018-06-17T01:00Z,55,7,106267,barnet collision
2018-06-18T01:00Z,75,12,216742,wandsworth collision
2018-06-19T01:00Z,74,20,198928,enfield collision
2018-06-20T01:00Z,79,12,616153,waltham forest collision
2018-06-21T01:00Z,122,13,16708,ealing collision
2018-06-22T01:00Z,79,16,227962,lambeth collision
2018-06-23T01:00Z,64,20,110159,barnet collision
2018-06-24T01:00Z,85,14,254956,ealing collision
2018-06-25T01:00Z,104,11,279816,barnet collision
2018-06-26T01:00Z,109,7,312411,hounslow collision
2018-06-27T01:00Z,90,19,134615,hillingdon collision
2018-06-28T01:00Z,66,15,387377,enfield collision
2018-06-29T01:00Z,131,12,178735,tower hamlets collision
2018-06-30T01:00Z,87,17,217762,redbridge collision
2018-07-01T01:00Z,62,20,616584,newham collision
2018-07-02T01:00Z,98,15,188028,hackney collision
2018-07-03T01:00Z,101,9,74059,ealing collision
2018-07-04T01:00Z,81,9,461644,hammersmith and fulham collision
2018-07-05T01:00Z,85,15,456089,wandsworth collision
2018-07-06T01:00Z,78,21,308747,hackney collision
2018-07-07T01:00Z,72,10,73168,bexley collision
2018-07-08T01:00Z,74,10,713376,southwark collision
2018-07-09T01:00Z,74,8,2909,tower hamlets collision
2018-07-10T01:00Z,101,23,235090,lewisham collision
2018-07-11T01:00Z,93,15,208331,kensington an chelsea collision
2018-07-12T01:00Z,82,17,491777,haringey collision
2018-07-13T01:00Z,97,18,596916,camden collision
2018-07-14T01:00Z,60,9,84596,hounslow collision
2018-07-15T01:00Z,57,7,1071572,enfield collision
2018-07-16T01:00Z,69,13,466693,barking and dagenham collision
2018-07-17T01:00Z,82,20,94142,southwark collision
2018-07-18T01:00Z,64,14,686278,brent collision
2018-07-19T01:00Z,63,9,1129779,ealing collision
2018-07-20T01:00Z,68,11,61442,barking and dagenham collision
2018-07-21T01:00Z,65,4,61580,brent collision
2018-07-22T01:00Z,60,12,49510,lambeth collision
2018-07-23T01:00Z,78,15,233180,lambeth collision
2018-07-24T01:00Z,72,8,314380,hillingdon collision
2018-07-25T01:00Z,75,14,184388,tower hamlets collision
2018-07-26T01:00Z,68,8,403627,tower hamlets collision
2018-07-27T01:00Z,94,10,47861,barnet collision
2018-07-28T01:00Z,68,5,986,hackney collision
2018-07-29T01:00Z,66,7,572096,enfield collision
2018-07-30T01:00Z,59,11,172970,tower hamlets collision
2018-07-31T01:00Z,66,7,729636,haringey collision
2018-08-01T01:00Z,83,11,1055800,hackney collision
2018-08-02T01:00Z,70,13,115555,lambeth collision
2018-08-03T01:00Z,68,17,595737,hackney collision
2018-08-04T01:00Z,64,12,1030626,southwark collision
2018-08-05T01:00Z,78,9,207062,lambeth collision
2018-08-06T01:00Z,82,9,761903,hillingdon collision
2018-08-07T01:00Z,70,12,37818,southwark collision
2018-08-08T01:00Z,72,13,332728,ealing collision
2018-08-09T01:00Z,86,9,138,redbridge collision
2018-08-10T01:00Z,93,12,510101,lambeth collision
2018-08-11T01:00Z,52,13,184481,southwark collision
2018-08-12T01:00Z,35,7,433103,hackney collision
2018-08-13T01:00Z,58,11,59617,bexley collision
2018-08-14T01:00Z,58,12,100019,ealing collision
2018-08-15T01:00Z,70,13,110383,brent collision
2018-08-16T01:00Z,57,6,58836,hackney collision
2018-08-17T01:00Z,67,7,68872,hounslow collision
2018-08-18T01:00Z,53,5,165890,southwark collision
2018-08-19T01:00Z,43,6,29216,waltham forest collision
2018-08-20T01:00Z,51,7,660484,merton collision
2018-08-21T01:00Z,62,7,282506,waltham forest collision
2018-08-22T01:00Z,64,17,255664,barnet collision
2018-08-23T01:00Z,73,9,180238,hammersmith and fulham collision
2018-08-24T01:00Z,63,15,68397,hillingdon collision
2018-08-25T01:00Z,60,8,108690,newham collision
2018-08-26T01:00Z,70,10,195538,newham collision
2018-08-27T01:00Z,50,6,129410,redbridge collision
2018-08-28T01:00Z,59,10,88390,hillingdon collision
2018-08-29T01:00Z,55,8,105500,redbridge collision
2018-08-30T01:00Z,76,7,11412,bromley collision
2018-08-31T01:00Z,57,13,672741,southwark collision
2018-09-01T01:00Z,75,7,165402,newham collision
2018-09-02T01:00Z,82,11,170389,newham collision
2018-09-03T01:00Z,65,11,465984,hounslow collision
2018-09-04T01:00Z,70,14,63786,tower hamlets collision
2018-09-05T01:00Z,75,10,411344,croydon collision
2018-09-06T01:00Z,71,14,603319,ealing collision
2018-09-07T01:00Z,78,8,781060,hammersmith and fulham collision
2018-09-08T01:00Z,60,9,33523,lambeth collision
2018-09-09T01:00Z,72,11,24995,hillingdon collision
2018-09-10T01:00Z,61,9,311284,bexley collision
2018-09-11T01:00Z,78,13,209216,tower hamlets collision
2018-09-12T01:00Z,73,16,147521,ealing collision
2018-09-13T01:00Z,94,16,198456,redbridge collision
2018-09-14T01:00Z,82,7,199505,islington collision
2018-09-15T01:00Z,79,12,828587,brent collision
2018-09-16T01:00Z,48,9,229489,barnet collision
2018-09-17T01:00Z,71,16,237403,newham collision
2018-09-18T01:00Z,67,22,34154,southwark collision
2018-09-19T01:00Z,91,12,391988,greenwich collision
2018-09-20T01:00Z,67,13,353602,croydon collision
2018-09-21T01:00Z,78,12,422714,southwark collision
2018-09-22T01:00Z,94,9,25609,tower hamlets collision
2018-09-23T01:00Z,60,8,63334,haringey collision
2018-09-24T01:00Z,81,11,326330,barnet collision
2018-09-25T01:00Z,86,13,243069,greenwich collision
2018-09-26T01:00Z,77,13,869364,barnet collision
2018-09-27T01:00Z,79,12,164561,barnet collision
2018-09-28T01:00Z,90,12,153015,enfield collision
2018-09-29T01:00Z,97,10,62304,brent collision
2018-09-30T01:00Z,63,15,196603,newham collision
2018-10-01T01:00Z,66,13,477641,barnet collision
2018-10-02T01:00Z,66,8,754998,enfield collision
2018-10-03T01:00Z,87,17,70993,lambeth collision
2018-10-04T01:00Z,74,7,217194,islington collision
2018-10-05T01:00Z,83,16,278357,enfield collision
2018-10-06T01:00Z,95,20,504811,enfield collision
2018-10-07T01:00Z,60,10,381298,camden collision
2018-10-08T01:00Z,82,9,152297,waltham forest collision
2018-10-09T01:00Z,89,12,306551,lambeth collision
2018-10-10T01:00Z,100,17,414794,wandsworth collision
2018-10-11T01:00Z,71,13,620041,enfield collision
2018-10-12T01:00Z,81,14,253072,brent collision
2018-10-13T01:00Z,71,8,719829,newham collision
2018-10-14T01:00Z,79,12,1355369,enfield collision
2018-10-15T01:00Z,55,11,387164,enfield collision
2018-10-16T01:00Z,81,12,172288,barnet collision
2018-10-17T01:00Z,82,10,1368242,lambeth collision
2018-10-18T01:00Z,59,11,237404,hammersmith and fulham collision
2018-10-19T01:00Z,92,19,252418,kensington an chelsea collision
2018-10-20T01:00Z,77,11,364879,ealing collision
2018-10-21T01:00Z,70,6,962612,bromley collision
2018-10-22T01:00Z,83,17,387597,lewisham collision
2018-10-23T01:00Z,66,8,1058476,haringey collision
2018-10-24T01:00Z,69,9,452822,havering collision
2018-10-25T01:00Z,79,12,28789,havering collision
2018-10-26T01:00Z,86,23,106090,ealing collision
2018-10-27T01:00Z,72,10,720061,hammersmith and fulham collision
2018-10-28T01:00Z,58,8,246078,havering collision
2018-10-29T01:00Z,82,15,399094,bromley collision
2018-10-30T01:00Z,50,12,196710,brent collision
2018-10-31T01:00Z,84,11,220637,barnet collision
2018-11-01T01:00Z,88,8,239155,lambeth collision
2018-11-02T01:00Z,111,15,38280,hillingdon collision
2018-11-03T01:00Z,83,8,184149,lewisham collision
2018-11-04T01:00Z,50,3,77063,hounslow collision
2018-11-05T01:00Z,53,7,104034,ealing collision
2018-11-06T01:00Z,61,12,292521,hillingdon collision
2018-11-07T01:00Z,75,12,76725,croydon collision
2018-11-08T01:00Z,94,13,294835,hounslow collision
2018-11-09T01:00Z,95,15,885381,lambeth collision
2018-11-10T01:00Z,95,11,347575,hounslow collision
2018-11-11T01:00Z,82,9,122862,tower hamlets collision
2018-11-12T01:00Z,85,13,1329145,hillingdon collision
2018-11-13T01:00Z,105,19,60146,barnet collision
2018-11-14T01:00Z,81,10,919812,tower hamlets collision
2018-11-15T01:00Z,62,15,52538,southwark collision
2018-11-16T01:00Z,75,8,91671,harrow collision
2018-11-17T01:00Z,71,13,132639,merton collision
2018-11-18T01:00Z,44,14,102594,croydon collision
2018-11-19T01:00Z,99,11,194820,camden collision
2018-11-20T01:00Z,86,11,71478,havering collision
2018-11-21T01:00Z,75,14,99925,lambeth collision
2018-11-22T01:00Z,72,9,98408,barnet collision
2018-11-23T01:00Z,82,10,42395,croydon collision
2018-11-24T01:00Z,72,6,91199,barking and dagenham collision
2018-11-25T01:00Z,55,14,321842,wandsworth collision
2018-11-26T01:00Z,73,13,103628,camden collision
2018-11-27T01:00Z,83,11,485721,waltham forest collision
2018-11-28T01:00Z,101,12,283779,bromley collision
2018-11-29T01:00Z,76,12,174110,hammersmith and fulham collision
2018-11-30T01:00Z,102,12,35829,hillingdon collision
2018-12-01T01:00Z,81,13,467626,newham collision
2018-12-02T01:00Z,56,5,330954,hounslow collision
2018-12-03T01:00Z,84,6,558303,greenwich collision
2018-12-04T01:00Z,90,15,26294,hounslow collision
2018-12-05T01:00Z,73,19,72383,harrow collision
2018-12-06T01:00Z,78,14,4324,lambeth collision
2018-12-07T01:00Z,101,9,13945,newham collision
2018-12-08T01:00Z,77,7,962759,greenwich collision
2018-12-09T01:00Z,47,7,74623,ealing collision
2018-12-10T01:00Z,56,9,234798,merton collision
2018-12-11T01:00Z,83,14,119791,bromley collision
2018-12-12T01:00Z,92,16,269390,hillingdon collision
2018-12-13T01:00Z,87,17,257647,hounslow collision
2018-12-14T01:00Z,74,13,156886,barnet collision
2018-12-15T01:00Z,97,7,193328,ealing collision
2018-12-16T01:00Z,62,7,96508,enfield collision
2018-12-17T01:00Z,74,10,235997,haringey collision
2018-12-18T01:00Z,80,12,183789,camden collision
2018-12-19T01:00Z,74,7,22671,greenwich collision
2018-12-20T01:00Z,67,14,70366,ealing collision
2018-12-21T01:00Z,79,13,148540,greenwich collision
2018-12-22T01:00Z,73,8,136310,ealing collision
2018-12-23T01:00Z,54,7,377004,bromley collision
2018-12-24T01:00Z,63,6,373597,havering collision
2018-12-25T01:00Z,28,9,204257,ealing collision
2018-12-26T01:00Z,34,5,374242,barking and dagenham collision
2018-12-27T01:00Z,57,3,312658,redbridge collision
2018-12-28T01:00Z,42,11,326987,redbridge collision
2018-12-29T01:00Z,45,10,72616,bromley collision
2018-12-30T01:00Z,57,4,696381,greenwich collision
2018-12-31T01:00Z,62,11,150569,enfield collision
2019-01-01T01:00Z,52,8,375671,tower hamlets collision
2019-01-02T01:00Z,48,4,492802,bexley collision
2019-01-03T01:00Z,52,8,359764,havering collision
2019-01-04T01:00Z,49,7,220652,enfield collision
2019-01-05T01:00Z,44,11,728127,newham collision
2019-01-06T01:00Z,32,4,150249,croydon collision
2019-01-07T01:00Z,61,6,672645,barking and dagenham collision
2019-01-08T01:00Z,56,13,291995,brent collision
2019-01-09T01:00Z,73,12,218207,lewisham collision
2019-01-10T01:00Z,74,18,517246,croydon collision
2019-01-11T01:00Z,69,9,379063,bromley collision
2019-01-12T01:00Z,56,9,272916,ealing collision
2019-01-13T01:00Z,31,4,288781,brent collision
2019-01-14T01:00Z,47,13,320551,barnet collision
2019-01-15T01:00Z,47,11,715298,redbridge collision
2019-01-16T01:00Z,71,13,124165,hackney collision
2019-01-17T01:00Z,86,2,481356,haringey collision
2019-01-18T01:00Z,79,10,136078,croydon collision
2019-01-19T01:00Z,56,7,314184,wandsworth collision
2019-01-20T01:00Z,54,10,255638,bromley collision
2019-01-21T01:00Z,67,7,311207,lambeth collision
2019-01-22T01:00Z,88,8,330980,lewisham collision
2019-01-23T01:00Z,93,17,311010,southwark collision
2019-01-24T01:00Z,78,6,177224,croydon collision
2019-01-25T01:00Z,65,15,516007,tower hamlets collision
2019-01-26T01:00Z,67,7,227489,haringey collision
2019-01-27T01:00Z,35,11,246996,redbridge collision
2019-01-28T01:00Z,79,16,185015,hackney collision
2019-01-29T01:00Z,75,14,247908,hounslow collision
2019-01-30T01:00Z,85,15,382684,redbridge collision
2019-01-31T01:00Z,56,10,215328,ealing collision
2019-02-01T01:00Z,74,14,627320,lambeth collision
2019-02-02T01:00Z,79,12,522375,newham collision
2019-02-03T01:00Z,86,14,334668,lambeth collision
2019-02-04T01:00Z,64,7,761522,hammersmith and fulham collision
2019-02-05T01:00Z,69,14,281282,croydon collision
2019-02-06T01:00Z,58,12,222639,bromley collision
2019-02-07T01:00Z,51,9,179491,hammersmith and fulham collision
2019-02-08T01:00Z,70,8,457591,tower hamlets collision
2019-02-09T01:00Z,67,13,134922,lambeth collision
2019-02-10T01:00Z,67,5,209724,greenwich collision
2019-02-11T01:00Z,58,11,273737,wandsworth collision
2019-02-12T01:00Z,53,10,251739,redbridge collision
2019-02-13T01:00Z,68,14,157575,enfield collision
2019-02-14T01:00Z,96,12,296771,brent collision
2019-02-15T01:00Z,76,12,274795,waltham forest collision
2019-02-16T01:00Z,68,4,207348,greenwich collision
2019-02-17T01:00Z,63,8,560947,newham collision
2019-02-18T01:00Z,77,6,407308,ealing collision
2019-02-19T01:00Z,76,14,137500,tower hamlets collision
2019-02-20T01:00Z,74,4,85618,croydon collision
2019-02-21T01:00Z,64,17,234416,haringey collision
2019-02-22T01:00Z,67,13,387647,hammersmith and fulham collision
2019-02-23T01:00Z,69,16,155942,tower hamlets collision
2019-02-24T01:00Z,62,13,164500,ealing collision
2019-02-25T01:00Z,73,13,141312,barnet collision
2019-02-26T01:00Z,75,13,668462,havering collision
2019-02-27T01:00Z,75,12,140972,wandsworth collision
2019-02-28T01:00Z,64,8,106943,newham collision
2019-03-01T01:00Z,54,11,79396,redbridge collision
2019-03-02T01:00Z,73,8,353997,lambeth collision
2019-03-03T01:00Z,42,12,116799,ealing collision
2019-03-04T01:00Z,66,14,328643,southwark collision
2019-03-05T01:00Z,69,16,46268,lambeth collision
2019-03-06T01:00Z,72,12,236656,hackney collision
2019-03-07T01:00Z,68,12,251723,croydon collision
2019-03-08T01:00Z,81,11,148568,ealing collision
2019-03-09T01:00Z,52,15,318963,haringey collision
2019-03-10T01:00Z,44,5,322135,hackney collision
2019-03-11T01:00Z,73,6,215665,hillingdon collision
2019-03-12T01:00Z,77,11,130818,tower hamlets collision
2019-03-13T01:00Z,70,8,44163,enfield collision
2019-03-14T01:00Z,61,9,209806,ealing collision
2019-03-15T01:00Z,80,9,199945,newham collision
2019-03-16T01:00Z,57,6,45983,redbridge collision
2019-03-17T01:00Z,63,9,110536,enfield collision
2019-03-18T01:00Z,57,13,455947,wandsworth collision
2019-03-19T01:00Z,49,12,56641,southwark collision
2019-03-20T01:00Z,72,14,451363,tower hamlets collision
2019-03-21T01:00Z,58,11,109600,barking and dagenham collision
2019-03-22T01:00Z,65,11,668497,waltham forest collision
2019-03-23T01:00Z,74,10,107350,barnet collision
2019-03-24T01:00Z,56,7,291068,newham collision
2019-03-25T01:00Z,73,11,106260,wandsworth collision
2019-03-26T01:00Z,75,15,281280,southwark collision
2019-03-27T01:00Z,57,9,178256,hounslow collision
2019-03-28T01:00Z,59,8,305709,camden collision
2019-03-29T01:00Z,99,21,314847,havering collision
2019-03-30T01:00Z,81,13,365498,haringey collision
2019-03-31T01:00Z,73,12,75483,croydon collision
2019-04-01T01:00Z,87,10,204727,brent collision
2019-04-02T01:00Z,85,5,164547,haringey collision
2019-04-03T01:00Z,74,10,358491,croydon collision
2019-04-04T01:00Z,83,10,76806,croydon collision
2019-04-05T01:00Z,65,9,119145,bromley collision
2019-04-06T01:00Z,55,6,662552,lewisham collision
2019-04-07T01:00Z,66,6,1038206,hackney collision
2019-04-08T01:00Z,48,4,102592,camden collision
2019-04-09T01:00Z,41,13,146868,bromley collision
2019-04-10T01:00Z,78,12,59928,bromley collision
2019-04-11T01:00Z,56,6,50435,hounslow collision
2019-04-12T01:00Z,63,7,248459,lambeth collision
2019-04-13T01:00Z,61,15,62704,newham collision
2019-04-14T01:00Z,58,9,218641,merton collision
2019-04-15T01:00Z,57,7,457238,redbridge collision
2019-04-16T01:00Z,52,14,149353,ealing collision
2019-04-17T01:00Z,53,10,84921,croydon collision
2019-04-18T01:00Z,68,9,481548,barnet collision
2019-04-19T01:00Z,48,10,643693,croydon collision
2019-04-20T01:00Z,77,12,186697,kensington an chelsea collision
2019-04-21T01:00Z,52,9,659707,wandsworth collision
2019-04-22T01:00Z,42,5,321210,tower hamlets collision
2019-04-23T01:00Z,61,5,194252,haringey collision
2019-04-24T01:00Z,73,13,278266,islington collision
2019-04-25T01:00Z,73,9,174138,croydon collision
2019-04-26T01:00Z,81,15,205276,enfield collision
2019-04-27T01:00Z,60,6,94543,waltham forest collision
2019-04-28T01:00Z,48,6,134416,newham collision
2019-04-29T01:00Z,72,11,672677,barking and dagenham collision
2019-04-30T01:00Z,74,9,135640,enfield collision
2019-05-01T01:00Z,72,8,91030,hounslow collision
2019-05-02T01:00Z,71,13,407612,newham collision
2019-05-03T01:00Z,77,14,188256,tower hamlets collision
2019-05-04T01:00Z,78,16,231106,croydon collision
2019-05-05T01:00Z,81,8,128538,redbridge collision
2019-05-06T01:00Z,52,5,101907,havering collision
2019-05-07T01:00Z,92,14,201676,newham collision
2019-05-08T01:00Z,56,10,57125,sutton collision
2019-05-09T01:00Z,77,7,331739,barnet collision
2019-05-10T01:00Z,73,10,264393,enfield collision
2019-05-11T01:00Z,75,12,212913,enfield collision
2019-05-12T01:00Z,70,12,941069,tower hamlets collision
2019-05-13T01:00Z,96,7,513827,hillingdon collision
2019-05-14T01:00Z,67,8,537909,hounslow collision
2019-05-15T01:00Z,79,14,365603,brent collision
2019-05-16T01:00Z,90,21,135291,kensington an chelsea collision
2019-05-17T01:00Z,66,5,525706,haringey collision
2019-05-18T01:00Z,76,15,202197,croydon collision
2019-05-19T01:00Z,52,9,403978,barnet collision
2019-05-20T01:00Z,65,11,479227,bromley collision
2019-05-21T01:00Z,79,14,98598,wandsworth collision
2019-05-22T01:00Z,83,19,39092,newham collision
2019-05-23T01:00Z,90,17,348438,barnet collision
2019-05-24T01:00Z,102,12,50685,brent collision
2019-05-25T01:00Z,50,9,181127,haringey collision
2019-05-26T01:00Z,56,6,64411,newham collision
2019-05-27T01:00Z,46,6,366836,croydon collision
2019-05-28T01:00Z,49,4,108187,enfield collision
2019-05-29T01:00Z,67,10,195553,redbridge collision
2019-05-30T01:00Z,65,11,325050,hackney collision
2019-05-31T01:00Z,57,8,270694,newham collision
2019-06-01T01:00Z,76,11,132331,newham collision
2019-06-02T01:00Z,52,9,295984,croydon collision
2019-06-03T01:00Z,75,14,60330,croydon collision
2019-06-04T01:00Z,109,9,434369,newham collision
2019-06-05T01:00Z,62,12,620068,greenwich collision
2019-06-06T01:00Z,84,9,220900,barking and dagenham collision
2019-06-07T01:00Z,110,9,609050,barnet collision
2019-06-08T01:00Z,78,9,1377433,lambeth collision
2019-06-09T01:00Z,57,6,172350,enfield collision
2019-06-10T01:00Z,81,11,92718,hillingdon collision
2019-06-11T01:00Z,64,15,43447,hackney collision
2019-06-12T01:00Z,85,5,102417,croydon collision
2019-06-13T01:00Z,72,6,95790,hounslow collision
2019-06-14T01:00Z,69,16,62623,bromley collision
2019-06-15T01:00Z,75,5,240710,greenwich collision
2019-06-16T01:00Z,90,14,98113,newham collision
2019-06-17T01:00Z,62,6,274495,haringey collision
2019-06-18T01:00Z,90,9,96865,hounslow collision
2019-06-19T01:00Z,77,10,235872,wandsworth collision
2019-06-20T01:00Z,76,18,86647,croydon collision
2019-06-21T01:00Z,80,15,64821,haringey collision
2019-06-22T01:00Z,87,12,258682,croydon collision
2019-06-23T01:00Z,67,8,90809,waltham forest collision
2019-06-24T01:00Z,75,18,159429,brent collision
2019-06-25T01:00Z,71,7,150984,havering collision
2019-06-26T01:00Z,61,6,526648,barnet collision
2019-06-27T01:00Z,81,16,186907,ealing collision
2019-06-28T01:00Z,94,12,28071,hackney collision
2019-06-29T01:00Z,102,14,7754,hillingdon collision
2019-06-30T01:00Z,67,11,24900,ealing collision
2019-07-01T01:00Z,81,18,16140,ealing collision
2019-07-02T01:00Z,74,10,138833,barnet collision
2019-07-03T01:00Z,75,13,81854,brent collision
2019-07-04T01:00Z,72,15,146543,southwark collision
2019-07-05T01:00Z,107,17,41482,barking and dagenham collision
2019-07-06T01:00Z,60,6,217636,tower hamlets collision
2019-07-07T01:00Z,64,9,50372,hackney collision
2019-07-08T01:00Z,88,10,99980,ealing collision
2019-07-09T01:00Z,69,10,105936,wandsworth collision
2019-07-10T01:00Z,72,16,72180,southwark collision
2019-07-11T01:00Z,73,12,1119,haringey collision
2019-07-12T01:00Z,93,17,64467,lambeth collision
2019-07-13T01:00Z,53,10,43242,barnet collision
2019-07-14T01:00Z,63,9,67546,croydon collision
2019-07-15T01:00Z,97,9,84858,tower hamlets collision
2019-07-16T01:00Z,68,8,186891,brent collision
2019-07-17T01:00Z,82,17,288591,barnet collision
2019-07-18T01:00Z,67,9,3586,barnet collision
2019-07-19T01:00Z,86,6,6976,newham collision
2019-07-20T01:00Z,81,12,32033,wandsworth collision
2019-07-21T01:00Z,61,8,48251,lambeth collision
2019-07-22T01:00Z,81,12,200839,hillingdon collision
2019-07-23T01:00Z,107,14,43978,lambeth collision
2019-07-24T01:00Z,82,15,24134,enfield collision
2019-07-25T01:00Z,58,13,176722,camden collision
2019-07-26T01:00Z,88,15,32150,southwark collision
2019-07-27T01:00Z,62,10,215551,bromley collision
2019-07-28T01:00Z,67,8,100125,greenwich collision
2019-07-29T01:00Z,43,16,58049,haringey collision
2019-07-30T01:00Z,59,6,52334,brent collision
2019-07-31T01:00Z,88,10,228550,greenwich collision
2019-08-01T01:00Z,96,19,196523,hounslow collision
2019-08-02T01:00Z,76,12,450784,wandsworth collision
2019-08-03T01:00Z,58,8,148222,newham collision
2019-08-04T01:00Z,61,13,285547,lambeth collision
2019-08-05T01:00Z,55,11,1052247,kensington an chelsea collision
2019-08-06T01:00Z,69,14,141911,croydon collision
2019-08-07T01:00Z,62,8,28058,ealing collision
2019-08-08T01:00Z,62,15,337907,lambeth collision
2019-08-09T01:00Z,91,11,423714,kensington an chelsea collision
2019-08-10T01:00Z,87,11,542714,tower hamlets collision
2019-08-11T01:00Z,51,10,617462,newham collision
2019-08-12T01:00Z,40,5,65448,hackney collision
2019-08-13T01:00Z,47,12,91723,bromley collision
2019-08-14T01:00Z,78,9,465878,redbridge collision
2019-08-15T01:00Z,68,9,3522,croydon collision
2019-08-16T01:00Z,81,8,85031,tower hamlets collision
2019-08-17T01:00Z,79,10,43685,bromley collision
2019-08-18T01:00Z,50,8,149700,barnet collision
2019-08-19T01:00Z,72,16,24036,barking and dagenham collision
2019-08-20T01:00Z,51,6,129084,tower hamlets collision
2019-08-21T01:00Z,89,7,57592,lambeth collision
2019-08-22T01:00Z,62,13,102746,southwark collision
2019-08-23T01:00Z,86,13,213568,hackney collision
2019-08-24T01:00Z,65,10,351931,barking and dagenham collision
2019-08-25T01:00Z,74,13,33297,tower hamlets collision
2019-08-26T01:00Z,67,5,290887,bromley collision
2019-08-27T01:00Z,77,14,289934,barnet collision
2019-08-28T01:00Z,64,8,40097,barnet collision
2019-08-29T01:00Z,69,6,203836,lambeth collision
2019-08-30T01:00Z,78,11,112561,lambeth collision
2019-08-31T01:00Z,76,8,108408,redbridge collision
2019-09-01T01:00Z,57,11,329258,tower hamlets collision
2019-09-02T01:00Z,72,13,436870,greenwich collision
2019-09-03T01:00Z,52,13,291758,barnet collision
2019-09-04T01:00Z,86,11,57424,newham collision
2019-09-05T01:00Z,71,11,69637,lambeth collision
2019-09-06T01:00Z,72,13,402731,bexley collision
2019-09-07T01:00Z,75,10,93316,lewisham collision
2019-09-08T01:00Z,87,11,4808,barnet collision
2019-09-09T01:00Z,80,9,34202,bexley collision
2019-09-10T01:00Z,71,12,140109,ealing collision
2019-09-11T01:00Z,65,11,35096,haringey collision
2019-09-12T01:00Z,83,8,3809,newham collision
2019-09-13T01:00Z,84,13,146637,brent collision
2019-09-14T01:00Z,85,16,5964,haringey collision
2019-09-15T01:00Z,61,15,11595,croydon collision
2019-09-16T01:00Z,79,11,747372,barnet collision
2019-09-17T01:00Z,99,12,64496,southwark collision
2019-09-18T01:00Z,78,9,157058,southwark collision
2019-09-19T01:00Z,82,11,192148,enfield collision
2019-09-20T01:00Z,118,17,34516,newham collision
2019-09-21T01:00Z,73,15,108683,barking and dagenham collision
2019-09-22T01:00Z,46,5,93497,southwark collision
2019-09-23T01:00Z,91,13,25550,brent collision
2019-09-24T01:00Z,72,11,10714,tower hamlets collision
2019-09-25T01:00Z,64,11,29956,brent collision
2019-09-26T01:00Z,81,10,11407,lambeth collision
2019-09-27T01:00Z,80,14,148860,greenwich collision
2019-09-28T01:00Z,79,8,61635,waltham forest collision
2019-09-29T01:00Z,53,5,25602,barnet collision
2019-09-30T01:00Z,66,10,618205,lambeth collision
2019-10-01T01:00Z,89,8,1078446,lambeth collision
2019-10-02T01:00Z,94,8,624748,tower hamlets collision
2019-10-03T01:00Z,71,9,1339374,southwark collision
2019-10-04T01:00Z,103,8,582391,ealing collision
2019-10-05T01:00Z,76,7,678559,barnet collision
2019-10-06T01:00Z,62,4,472526,havering collision
2019-10-07T01:00Z,64,12,1429869,ealing collision
2019-10-08T01:00Z,89,13,2650624,ealing collision
2019-10-09T01:00Z,85,10,115615,islington collision
2019-10-10T01:00Z,75,14,146621,southwark collision
2019-10-11T01:00Z,83,6,404551,ealing collision
2019-10-12T01:00Z,76,6,378604,barnet collision
2019-10-13T01:00Z,78,10,47518,hackney collision
2019-10-14T01:00Z,91,10,142001,camden collision
2019-10-15T01:00Z,72,14,166264,tower hamlets collision
2019-10-16T01:00Z,88,13,506228,tower hamlets collision
2019-10-17T01:00Z,69,11,689,croydon collision
2019-10-18T01:00Z,72,15,93467,wandsworth collision
2019-10-19T01:00Z,84,10,4051,ealing collision
2019-10-20T01:00Z,66,2,43707,hillingdon collision
2019-10-21T01:00Z,66,7,355200,merton collision
2019-10-22T01:00Z,60,8,375525,hackney collision
2019-10-23T01:00Z,73,7,125897,brent collision
2019-10-24T01:00Z,69,12,143560,newham collision
2019-10-25T01:00Z,76,11,339501,havering collision
2019-10-26T01:00Z,89,10,338319,southwark collision
2019-10-27T01:00Z,68,8,325585,croydon collision
2019-10-28T01:00Z,82,8,29044,bromley collision
2019-10-29T01:00Z,75,8,96695,greenwich collision
2019-10-30T01:00Z,64,11,148002,haringey collision
2019-10-31T01:00Z,115,9,341958,hackney collision
2019-11-01T01:00Z,108,11,179008,southwark collision
2019-11-02T01:00Z,98,9,455207,kensington an chelsea collision
2019-11-03T01:00Z,69,4,777296,ealing collision
