date,slight,serious,Barking and Dagenham collision,Barnet collision,Bexley collision,Brent collision,Bromley collision,Camden collision,City of London collision,Croydon collision,Ealing collision,Enfield collision,Greenwich collision,Hackney collision,Hammersmith and Fulham collision,Haringey collision,Harrow collision,Havering collision,Hillingdon collision,Hounslow collision,Islington collision,Kensington an Chelsea collision,Kingston upon thames collision,Lambeth collision,Lewisham collision,Merton collision,Newham collision,Redbridge collision,Richmond upon thames collision,Southwark collision,Sutton collision,Tower Hamlets collision,Waltham Forest collision,Wandsworth collision,Westminster collision
14/06/2017,90,9,1,4,4,3,2,3,0,1,2,8,1,2,1,5,0,0,7,1,4,2,2,7,4,1,1,2,4,2,4,5,2,4,10
15/06/2017,83,17,1,2,3,3,2,7,3,2,4,2,4,7,2,1,1,2,1,1,8,1,3,3,2,0,2,3,9,4,1,5,3,4,4
16/06/2017,96,8,6,3,6,6,3,1,1,1,3,5,4,5,1,1,1,4,4,2,2,6,1,3,5,0,4,3,1,4,0,4,3,3,8
17/06/2017,92,13,5,2,3,3,5,1,0,6,9,0,3,3,3,6,2,0,1,4,3,2,2,7,1,1,3,2,1,4,2,4,4,6,7
18/06/2017,70,10,4,2,7,3,1,2,0,2,3,3,0,2,3,6,2,0,7,1,0,4,0,4,2,1,6,2,0,5,0,1,2,2,3
19/06/2017,91,16,2,3,1,3,3,4,5,2,7,0,6,1,1,3,0,0,3,2,1,3,3,5,4,5,8,5,1,3,3,8,2,4,6
20/06/2017,114,15,5,1,1,3,6,6,2,10,5,7,3,1,4,4,4,2,4,0,4,4,3,6,2,5,4,2,3,2,2,9,5,5,5
21/06/2017,89,19,5,4,1,5,7,6,0,3,5,2,3,6,2,3,0,4,4,2,2,8,4,4,2,1,0,4,0,7,0,4,1,4,5
22/06/2017,78,10,3,0,2,4,4,7,0,2,3,6,6,5,4,0,3,0,1,2,1,2,1,4,3,2,4,3,0,1,1,3,2,1,8
23/06/2017,98,11,4,3,2,7,4,0,0,2,3,2,4,2,4,4,4,1,8,5,1,3,3,4,3,4,3,2,2,5,4,3,1,9,3
24/06/2017,70,13,3,2,1,3,2,1,0,3,6,3,1,2,4,2,4,2,3,2,3,1,0,4,4,1,6,3,0,0,0,6,2,0,9
25/06/2017,79,21,0,5,0,3,2,3,0,0,3,7,9,3,8,5,2,6,1,2,3,0,1,4,0,1,8,6,2,1,1,3,1,0,10
26/06/2017,108,14,4,5,3,5,4,3,2,4,3,4,1,8,5,2,5,1,1,2,8,0,2,2,4,1,4,9,4,3,4,4,2,3,10
27/06/2017,91,8,6,14,1,4,3,3,0,1,2,9,5,0,3,6,1,1,0,1,1,3,0,5,2,1,0,2,3,7,2,1,4,2,6
28/06/2017,77,11,3,3,0,6,3,6,2,3,2,7,1,1,1,1,0,1,4,3,3,3,0,1,7,3,4,3,0,3,2,2,3,2,5
29/06/2017,83,11,2,4,3,4,3,6,1,2,1,5,5,3,4,4,0,3,2,2,2,4,0,0,14,2,0,5,1,5,0,4,0,1,2
30/06/2017,92,21,0,1,7,3,2,6,1,1,2,2,6,5,3,6,5,1,8,2,7,2,2,9,6,4,0,3,0,1,0,2,3,5,8
01/07/2017,70,13,1,1,2,3,1,1,1,1,8,3,1,1,4,6,2,1,3,5,1,2,2,6,4,2,3,2,0,3,0,0,3,3,7
02/07/2017,105,16,5,2,2,1,1,5,0,9,3,9,1,0,2,4,3,4,8,13,1,0,7,4,3,3,12,1,0,3,1,2,9,0,3
03/07/2017,91,16,1,8,3,6,9,7,1,11,4,1,2,1,1,0,1,0,3,8,4,3,1,2,2,0,5,8,2,4,0,3,0,2,4
04/07/2017,99,13,3,5,1,6,1,5,0,3,4,1,2,8,2,3,3,6,2,4,5,3,2,6,2,1,1,5,0,3,3,3,3,5,11
05/07/2017,117,17,3,8,2,7,3,5,0,3,2,7,4,1,6,3,2,2,1,3,1,6,2,12,9,5,5,3,6,4,0,7,3,3,6
06/07/2017,107,14,2,0,2,5,4,1,0,3,7,3,0,6,1,2,6,1,11,3,4,14,3,2,1,2,7,5,1,5,4,1,4,2,9
07/07/2017,131,14,5,9,1,9,0,7,1,9,7,2,3,4,2,5,3,5,7,2,5,2,0,5,5,0,4,5,1,3,3,12,4,1,14
08/07/2017,78,7,2,5,1,1,0,1,1,7,7,0,3,2,4,3,2,1,1,2,2,3,0,7,2,4,10,0,3,1,0,2,1,6,1
09/07/2017,79,7,1,6,3,3,4,1,1,4,0,1,3,2,2,8,2,2,0,3,1,0,0,1,1,7,2,5,1,8,2,2,0,4,6
10/07/2017,73,16,1,3,2,2,4,4,2,5,4,4,3,2,1,4,1,2,0,1,3,0,0,6,7,1,2,3,1,5,2,2,3,2,7
11/07/2017,104,9,6,1,3,1,2,3,2,3,4,7,7,6,10,6,6,2,3,4,4,1,0,5,1,0,1,4,1,4,3,5,4,1,3
12/07/2017,92,19,4,2,2,3,0,1,1,3,3,4,3,2,2,6,6,5,8,4,6,3,6,5,2,2,2,2,2,3,1,8,2,5,3
13/07/2017,89,12,0,3,3,6,1,5,1,3,4,1,2,5,2,1,0,1,1,1,2,3,0,2,4,6,11,4,1,7,1,7,5,2,6
14/07/2017,89,12,3,5,0,5,3,4,2,6,3,2,7,9,0,7,1,1,1,2,7,4,1,4,2,0,4,4,1,3,2,2,2,0,4
15/07/2017,96,16,6,2,1,4,1,3,3,3,2,3,6,3,3,4,7,0,7,2,7,2,1,7,0,1,5,3,0,5,1,5,9,4,2
16/07/2017,69,6,4,2,3,5,1,3,0,1,7,3,0,4,0,3,0,1,5,0,2,0,0,3,0,4,2,2,4,1,2,1,1,7,4
17/07/2017,88,12,2,3,2,7,0,3,2,1,2,5,4,4,1,3,1,3,1,2,1,1,0,1,7,0,1,5,3,5,2,4,3,7,14
18/07/2017,90,8,7,0,2,2,3,5,0,2,2,7,2,1,0,11,0,1,2,5,2,3,0,4,2,3,2,6,3,6,2,5,1,4,3
19/07/2017,70,11,0,5,0,5,2,3,0,2,3,2,0,0,2,0,1,3,4,0,5,2,1,7,4,0,4,4,3,2,1,8,2,3,3
20/07/2017,64,10,0,3,0,3,1,6,1,1,1,4,1,3,0,8,0,0,3,0,7,0,0,0,0,3,0,5,2,4,0,2,0,7,9
21/07/2017,100,14,2,10,2,3,0,2,1,11,5,2,2,4,1,2,1,5,5,3,2,3,2,2,9,0,4,1,2,8,1,8,1,3,7
22/07/2017,96,18,1,8,1,3,5,2,0,3,6,1,3,3,3,11,1,5,1,5,2,3,0,5,4,0,9,2,1,5,1,5,6,1,8
23/07/2017,60,11,3,5,0,3,3,2,0,0,0,1,1,0,2,8,2,4,4,3,1,1,0,3,2,2,1,1,3,3,4,2,3,1,3
24/07/2017,65,6,2,1,0,1,0,2,0,0,7,7,2,0,4,1,0,0,3,3,3,3,1,4,3,0,3,4,0,4,1,5,1,0,6
25/07/2017,83,4,4,0,3,3,2,5,2,1,2,4,1,3,1,2,0,0,1,3,2,1,1,4,2,2,5,3,0,3,7,7,3,2,8
26/07/2017,70,8,1,0,0,6,2,3,1,3,1,4,2,1,0,2,0,6,2,6,3,3,2,4,3,1,9,0,1,1,0,4,0,1,6
27/07/2017,70,10,0,0,1,4,2,1,0,2,1,7,3,4,2,1,2,1,2,1,6,1,0,3,3,2,6,3,4,3,2,4,2,5,2
28/07/2017,66,8,4,1,0,5,4,5,2,2,3,4,1,2,1,0,2,2,4,3,2,2,0,3,4,1,3,2,1,2,1,1,0,4,3
29/07/2017,98,12,1,2,2,6,5,3,0,6,5,1,4,4,3,6,2,0,4,1,11,5,3,6,4,0,2,2,1,6,1,5,3,0,6
30/07/2017,49,8,0,0,1,4,1,4,0,1,4,2,1,4,0,0,2,0,3,2,2,4,1,3,1,1,0,3,2,2,0,6,0,0,3
31/07/2017,61,8,1,1,3,1,2,1,0,1,4,6,1,5,2,3,1,1,2,1,2,2,1,6,4,0,2,3,0,3,2,1,1,4,2
01/08/2017,68,11,1,5,0,4,2,3,1,4,1,3,2,3,0,4,0,1,1,2,1,2,2,6,2,3,3,1,3,4,2,1,6,5,1
02/08/2017,74,6,2,5,1,2,2,5,1,2,2,0,3,7,0,1,2,0,7,2,2,4,1,1,3,2,0,4,0,5,2,4,1,2,5
03/08/2017,59,8,1,5,0,3,3,3,0,1,1,1,0,4,2,6,1,0,1,4,4,0,1,2,1,2,2,3,0,4,0,1,2,5,4
04/08/2017,63,9,0,2,3,0,4,1,1,2,8,3,2,3,1,2,0,1,1,4,0,3,0,2,0,0,5,1,3,6,2,5,3,0,4
05/08/2017,65,12,0,2,0,3,5,5,0,3,5,5,1,1,2,0,1,3,1,2,0,0,1,2,2,2,9,4,0,5,1,3,2,4,3
06/08/2017,57,6,2,1,0,4,0,5,1,4,4,3,3,3,0,3,1,2,1,1,0,0,0,2,2,2,1,0,0,5,3,0,1,4,5
07/08/2017,57,10,0,3,1,1,0,2,0,1,2,1,10,2,2,5,1,0,2,2,1,2,3,2,6,0,4,0,0,5,0,3,1,0,5
08/08/2017,60,2,0,2,0,1,0,1,0,1,7,1,4,3,0,1,1,4,4,2,0,1,2,4,1,2,1,0,0,5,2,2,2,3,5
09/08/2017,68,6,1,3,0,4,9,1,2,2,5,2,3,3,0,1,4,2,1,6,1,1,1,2,5,0,2,1,3,0,2,0,1,3,3
10/08/2017,75,9,3,2,3,4,4,1,0,2,1,1,5,3,5,2,2,0,1,1,1,5,0,4,1,2,2,4,0,5,1,4,1,7,7
11/08/2017,77,6,6,2,0,3,2,0,0,1,4,1,4,7,3,3,1,3,3,2,1,5,0,5,3,2,2,1,2,2,0,4,1,3,7
12/08/2017,67,9,1,1,4,13,0,3,1,9,1,0,0,3,0,5,2,0,1,3,1,1,1,8,5,3,0,0,0,2,0,0,1,3,4
13/08/2017,73,11,2,2,4,3,2,4,2,1,8,3,4,4,1,0,1,4,2,3,0,0,0,9,1,0,4,0,1,10,0,2,2,4,1
14/08/2017,80,11,2,1,3,2,2,4,2,3,1,1,1,0,0,2,1,1,2,8,5,4,0,3,6,3,8,0,0,5,4,7,2,0,8
15/08/2017,71,8,1,0,0,1,2,2,0,0,0,2,5,7,2,4,0,1,2,7,2,2,0,4,5,1,3,2,4,2,8,2,2,3,3
16/08/2017,84,6,3,4,4,1,5,2,2,2,5,1,1,2,1,0,1,1,0,1,8,0,3,5,2,1,3,5,2,1,3,5,3,3,10
17/08/2017,89,5,1,6,2,6,3,0,4,6,6,2,1,3,1,3,1,4,1,5,3,0,2,2,0,5,2,1,1,1,1,8,1,5,7
18/08/2017,76,5,4,1,1,0,5,1,2,8,3,0,7,5,1,3,0,0,1,3,1,4,1,5,4,1,0,1,0,2,0,4,6,2,5
19/08/2017,60,12,0,8,0,2,0,1,0,6,1,2,4,5,2,2,4,2,4,4,4,0,3,0,0,0,5,0,1,2,0,4,2,2,2
20/08/2017,59,7,1,2,0,7,2,1,0,0,0,2,4,0,2,2,1,0,2,5,0,1,0,2,3,0,2,5,2,0,0,4,5,3,8
21/08/2017,53,7,1,3,0,1,0,3,2,3,0,2,2,2,0,1,4,0,2,2,4,5,0,3,2,1,1,4,0,3,4,2,3,0,0
22/08/2017,67,10,2,1,1,2,3,3,0,2,1,1,1,1,3,5,4,1,5,2,7,2,0,3,5,0,2,2,1,7,0,1,1,5,3
23/08/2017,79,8,4,1,0,2,1,2,0,3,4,9,6,5,1,2,1,4,2,4,6,2,0,1,3,0,5,0,1,4,1,1,4,4,4
24/08/2017,75,10,1,4,0,8,1,1,0,1,2,2,5,5,0,2,5,5,3,3,2,5,1,4,4,1,2,0,1,2,0,6,3,3,3
25/08/2017,87,12,2,7,1,4,1,2,2,4,1,3,2,0,2,4,2,1,5,8,0,6,0,4,5,0,2,3,1,7,1,6,1,6,6
26/08/2017,57,7,4,2,3,1,1,2,1,3,3,3,1,1,1,1,2,1,0,0,2,4,5,4,1,1,1,4,1,1,0,1,4,1,4
27/08/2017,85,7,0,5,1,0,5,1,0,3,3,0,0,3,0,5,4,0,2,9,2,4,0,4,5,7,0,5,2,6,0,3,0,2,11
28/08/2017,48,8,2,1,0,3,0,1,0,4,0,0,1,0,0,1,2,2,8,2,1,3,0,8,1,0,2,2,0,2,0,3,2,3,2
29/08/2017,80,15,1,2,0,5,5,3,0,1,4,1,0,5,0,4,0,2,6,3,2,5,0,5,3,2,0,2,4,8,0,5,9,3,5
30/08/2017,82,6,0,8,0,0,1,4,1,3,4,7,6,2,1,6,1,2,1,3,1,2,1,3,6,1,0,0,1,4,1,7,1,4,6
31/08/2017,67,12,3,3,0,4,0,0,0,4,3,7,7,5,0,5,2,6,5,3,2,1,0,0,3,0,1,0,0,2,0,2,5,2,4
01/09/2017,80,7,7,7,4,6,1,3,1,3,3,2,3,2,1,0,2,2,3,2,4,2,5,3,3,0,0,3,0,3,0,6,2,0,4
02/09/2017,70,13,1,4,4,5,3,0,2,2,3,3,0,3,0,5,1,0,7,4,4,2,1,1,1,0,3,5,0,1,0,5,3,3,7
03/09/2017,69,7,1,3,0,4,3,2,0,4,9,0,2,5,0,1,3,0,0,5,0,2,0,9,2,0,6,0,1,3,0,5,1,4,1
04/09/2017,67,16,2,7,0,2,4,2,1,4,4,7,1,0,2,3,1,0,0,4,2,5,1,2,1,1,3,2,1,4,2,1,2,5,7
05/09/2017,53,15,1,6,0,3,4,4,3,1,2,5,0,1,0,0,2,1,1,1,3,1,0,3,1,0,0,5,1,2,2,2,3,6,4
06/09/2017,89,13,2,2,3,2,2,8,2,3,3,3,5,2,2,3,2,2,4,2,3,3,0,5,4,1,5,0,2,2,1,6,3,5,10
07/09/2017,62,10,4,7,5,4,3,2,2,2,2,1,3,3,4,2,1,0,4,0,0,0,0,3,0,1,1,5,0,1,0,3,1,2,6
08/09/2017,87,11,2,5,1,2,3,5,0,5,9,4,2,1,5,2,3,1,3,5,3,4,1,5,1,0,2,7,1,4,2,2,0,3,5
09/09/2017,81,11,2,4,1,6,3,4,0,2,2,0,1,1,3,5,1,1,0,8,3,3,3,1,3,1,3,3,3,6,1,6,6,3,3
10/09/2017,59,7,0,4,0,3,1,2,0,3,2,1,0,3,2,4,3,4,0,2,0,5,0,10,3,0,2,2,1,1,1,2,2,1,2
11/09/2017,81,5,3,2,0,5,5,1,1,5,6,2,0,3,2,3,3,1,9,6,2,0,2,0,1,2,6,2,1,1,2,3,0,5,2
12/09/2017,83,16,5,4,2,4,1,4,0,1,7,0,5,1,2,1,1,3,3,4,3,2,0,7,2,2,6,1,7,0,2,3,5,3,8
13/09/2017,89,14,5,5,2,4,4,1,2,3,7,1,4,0,3,2,1,1,5,4,3,1,0,4,4,0,6,4,0,3,1,9,1,3,10
14/09/2017,78,4,1,0,4,1,4,2,0,1,9,2,1,5,2,3,0,1,0,4,3,2,1,1,0,3,3,2,4,2,4,3,2,7,5
15/09/2017,84,17,1,8,0,3,2,1,0,3,2,2,4,4,2,7,1,4,1,1,5,1,3,5,5,3,7,3,1,7,3,3,0,4,5
16/09/2017,75,9,2,4,2,7,6,0,2,1,3,3,1,0,3,6,1,3,1,2,1,1,1,3,3,4,5,2,1,2,1,0,4,0,9
17/09/2017,51,11,1,2,0,4,0,3,0,2,2,0,0,1,1,4,0,3,2,1,1,5,0,5,0,4,5,4,1,0,0,2,2,0,7
18/09/2017,87,10,5,1,2,1,6,2,0,4,5,2,0,6,2,4,0,2,3,3,1,3,2,10,6,1,5,3,0,5,0,1,4,1,7
19/09/2017,74,13,1,4,0,0,3,5,2,2,7,1,4,6,1,2,3,0,7,7,3,2,2,4,0,1,1,1,0,4,0,2,1,6,5
20/09/2017,80,11,3,3,3,2,2,0,2,1,1,1,4,2,4,7,2,2,0,7,2,1,1,5,0,1,0,2,3,4,2,6,3,5,10
21/09/2017,96,7,1,2,2,1,2,2,1,3,4,1,7,1,2,2,1,2,7,4,8,2,5,6,1,1,4,4,1,6,4,8,2,2,4
22/09/2017,100,11,1,1,3,7,5,1,1,7,1,4,0,5,2,5,3,6,5,6,3,3,1,5,4,0,4,5,0,4,0,6,5,3,5
23/09/2017,65,6,2,1,0,2,2,2,0,2,1,4,5,1,0,1,1,5,1,0,3,2,2,3,2,1,3,8,0,2,5,1,3,2,4
24/09/2017,74,10,1,7,1,6,6,1,1,4,4,1,8,5,2,2,3,2,3,2,3,1,1,1,4,1,0,1,2,4,2,0,1,1,3
25/09/2017,65,11,6,5,3,7,0,6,3,4,5,0,0,2,0,1,1,0,0,1,5,1,1,3,2,1,4,2,1,2,1,2,2,3,2
26/09/2017,82,11,3,4,1,2,3,5,2,5,1,4,2,2,1,5,1,2,2,6,2,3,1,2,2,3,5,4,1,4,1,1,0,6,7
27/09/2017,121,22,6,11,3,5,2,4,1,5,2,3,2,2,3,8,0,3,8,4,3,2,1,7,5,2,8,7,3,6,1,4,5,9,8
28/09/2017,107,11,0,6,3,7,3,7,1,2,4,2,0,3,3,7,2,0,2,3,2,2,1,3,4,4,4,7,1,11,1,5,3,6,9
29/09/2017,100,7,1,5,8,7,5,2,1,4,9,4,2,10,1,3,2,4,2,5,2,1,2,2,3,1,2,2,1,3,1,4,2,1,5
30/09/2017,79,6,1,3,0,5,3,7,1,3,3,5,1,2,1,1,1,0,1,2,3,2,0,4,3,1,5,6,0,3,4,2,2,6,4
01/10/2017,57,9,1,1,0,0,0,0,1,4,4,9,2,8,0,5,0,1,0,0,1,1,0,0,3,2,5,3,2,2,0,3,3,2,3
02/10/2017,70,12,1,1,0,3,2,4,0,1,7,4,2,1,4,2,1,1,0,5,0,0,0,7,4,1,10,2,1,5,1,4,0,3,5
03/10/2017,95,11,1,6,5,2,1,4,2,6,2,5,0,3,4,4,2,6,5,2,4,4,0,7,5,2,2,3,1,4,1,5,0,1,7
04/10/2017,88,7,7,8,0,4,3,2,2,2,4,2,3,2,1,4,0,0,2,1,2,6,3,3,7,2,0,3,0,3,0,6,1,8,4
05/10/2017,90,8,2,1,5,5,1,1,1,3,3,3,4,3,2,5,1,3,3,2,4,3,2,10,2,2,3,4,1,4,1,5,1,5,3
06/10/2017,107,14,2,3,3,10,6,0,2,6,2,5,4,1,2,3,0,1,3,8,4,2,0,5,3,3,7,3,2,6,2,7,2,7,7
07/10/2017,88,9,3,2,0,5,2,1,3,10,1,0,0,1,3,6,4,2,3,2,3,5,1,3,1,1,4,3,1,3,8,4,0,4,8
08/10/2017,68,6,0,3,0,3,2,2,0,3,4,8,0,3,0,2,2,2,7,3,3,4,0,3,4,0,2,0,3,2,2,1,2,1,3
09/10/2017,60,11,3,3,1,3,1,5,0,1,7,3,0,0,2,5,2,2,0,2,0,3,3,5,2,1,0,0,2,5,0,4,2,1,3
10/10/2017,94,6,2,7,3,4,0,3,1,7,5,5,1,3,3,4,1,1,7,1,3,2,2,6,3,2,5,5,0,4,1,5,0,1,3
11/10/2017,95,11,3,3,3,4,5,2,1,2,8,1,3,5,1,3,0,3,2,2,5,0,2,3,5,0,10,4,3,1,4,7,1,8,2
12/10/2017,91,13,12,9,0,0,2,1,2,2,7,2,2,0,1,7,1,0,7,2,2,2,3,4,8,0,1,1,1,3,1,7,1,9,4
13/10/2017,90,14,1,8,2,2,7,2,0,1,9,3,0,0,2,1,1,0,9,3,4,6,2,6,0,2,7,2,4,3,8,2,0,4,3
14/10/2017,93,7,3,2,0,3,1,13,5,12,7,2,5,2,1,1,1,3,2,3,3,0,2,1,4,0,5,4,0,0,1,4,3,3,4
15/10/2017,62,9,1,3,3,8,4,1,0,0,5,2,1,2,3,2,1,1,5,3,1,0,1,3,2,5,1,0,2,3,0,0,3,2,3
16/10/2017,61,8,4,4,1,2,5,2,3,3,2,2,3,6,2,2,1,1,3,2,3,2,0,2,3,0,2,2,0,4,1,1,1,0,0
17/10/2017,89,11,2,1,1,5,8,1,0,1,4,3,0,4,1,1,2,2,3,2,4,4,2,7,6,6,4,4,2,5,2,2,2,1,8
18/10/2017,102,15,0,6,2,5,2,9,2,1,9,5,5,4,1,5,5,3,2,1,4,9,1,6,0,2,2,3,1,4,1,4,2,8,3
19/10/2017,97,16,3,5,7,10,3,2,0,1,4,8,5,4,7,1,0,6,3,2,2,0,0,2,3,4,1,8,1,3,6,3,1,3,5
20/10/2017,93,12,2,5,0,4,4,3,0,2,5,3,2,3,1,3,2,1,3,5,3,3,1,11,3,0,7,2,1,6,4,6,1,6,3
21/10/2017,84,14,0,2,1,5,2,7,1,2,11,2,5,1,3,7,0,3,1,1,5,1,0,5,4,3,1,2,2,7,1,0,4,4,5
22/10/2017,71,12,0,4,0,6,2,2,0,4,0,3,2,3,1,4,3,5,2,3,6,0,0,5,5,0,5,3,2,0,0,6,0,4,3
23/10/2017,58,19,3,6,1,0,2,1,0,1,3,3,0,5,3,2,1,0,1,0,1,1,4,5,5,3,3,5,0,2,0,1,4,2,9
24/10/2017,73,9,1,2,1,1,2,1,1,2,1,2,1,4,2,2,2,0,1,2,5,0,2,9,0,1,1,9,3,4,0,5,2,4,9
25/10/2017,83,14,0,4,1,3,4,2,4,3,5,9,2,5,3,2,2,0,0,3,5,3,0,3,8,2,2,1,1,4,0,6,1,6,3
26/10/2017,88,10,1,2,3,3,4,5,0,11,2,5,5,7,1,0,3,2,5,3,1,1,0,4,1,0,1,2,2,4,0,3,6,4,7
27/10/2017,77,15,0,3,1,0,0,1,0,1,10,4,5,7,1,5,1,1,2,2,3,3,0,4,3,0,9,3,0,5,3,2,0,6,7
28/10/2017,89,13,10,3,0,3,3,2,1,2,2,4,6,3,1,5,1,6,2,4,3,2,0,4,4,2,7,2,1,3,1,5,3,1,6
29/10/2017,65,6,1,1,0,2,5,0,0,3,3,9,1,3,0,2,1,1,1,4,1,0,0,3,3,1,3,1,3,1,4,3,4,3,4
30/10/2017,71,9,2,5,1,4,0,4,0,4,4,1,0,2,1,3,1,3,0,4,1,4,1,7,6,0,4,5,1,3,1,1,1,2,4
31/10/2017,77,17,3,2,0,1,1,2,2,2,1,3,4,4,2,7,5,2,2,5,4,2,0,9,4,1,3,6,0,1,0,2,3,7,4
01/11/2017,78,18,1,2,1,6,6,1,0,4,3,2,2,0,3,4,3,1,1,3,0,3,2,9,6,0,6,4,2,5,0,4,0,5,7
02/11/2017,70,15,1,1,1,4,2,3,1,2,1,5,4,2,2,4,2,1,1,2,3,2,1,4,7,1,5,3,1,2,3,3,4,1,6
03/11/2017,102,17,3,1,2,9,2,4,2,8,4,7,5,4,3,1,1,8,2,0,4,3,3,2,6,3,2,1,4,5,6,2,5,4,3
04/11/2017,70,9,12,5,1,5,0,0,0,3,2,4,3,2,1,4,2,1,2,2,1,0,1,1,4,0,4,0,0,1,0,4,2,10,2
05/11/2017,76,8,0,8,0,1,2,3,0,1,6,3,2,0,3,2,3,5,3,2,1,0,4,4,3,1,1,2,0,3,2,8,0,5,6
06/11/2017,97,13,1,2,0,5,3,5,1,12,6,5,5,0,1,5,1,2,4,2,0,4,5,5,2,5,9,3,0,2,2,1,3,3,6
07/11/2017,108,18,3,2,0,6,3,4,2,4,4,5,6,2,5,12,3,3,2,4,2,6,3,7,6,3,4,4,3,5,2,1,2,1,7
08/11/2017,95,13,2,4,4,5,5,3,2,3,4,3,3,4,1,4,2,3,0,0,2,1,6,5,6,2,4,8,1,6,2,4,2,4,3
09/11/2017,97,6,5,6,2,3,8,0,1,1,2,4,4,4,5,6,2,0,4,2,1,1,0,7,4,1,4,6,2,1,0,4,3,2,8
10/11/2017,99,7,2,0,2,3,5,3,1,4,6,5,5,5,0,3,1,3,1,2,4,1,2,2,5,2,5,1,5,7,0,6,0,3,12
11/11/2017,106,7,4,2,6,5,4,4,0,2,3,3,4,2,2,9,0,2,5,3,2,1,1,6,6,1,3,0,6,4,2,6,2,6,7
12/11/2017,48,15,1,0,2,2,2,1,1,0,6,0,4,4,1,4,1,2,1,4,0,1,0,2,1,2,1,4,1,1,0,3,4,1,6
13/11/2017,84,9,2,2,1,4,5,2,1,4,2,0,8,3,2,1,0,2,5,2,6,3,0,4,6,2,1,7,1,4,1,1,2,6,3
14/11/2017,72,10,1,1,2,3,7,2,2,1,5,2,2,2,4,1,2,2,1,3,6,2,1,4,4,0,2,1,0,1,2,0,2,4,10
15/11/2017,79,14,1,3,1,2,1,3,0,4,3,2,1,9,2,5,0,5,4,6,3,1,3,5,1,2,0,1,1,7,0,3,5,3,6
16/11/2017,73,11,1,7,1,2,5,3,3,4,1,2,1,2,2,9,3,1,0,3,1,3,3,4,1,3,1,0,1,2,1,4,3,3,4
17/11/2017,100,16,8,4,2,3,2,3,1,7,8,3,9,3,1,1,2,1,2,2,2,3,2,5,6,4,4,8,1,2,2,8,2,1,4
18/11/2017,100,11,2,3,3,2,0,0,0,8,1,1,3,8,2,6,1,5,2,4,1,3,4,6,2,6,1,3,2,4,2,4,3,7,12
19/11/2017,70,7,3,3,0,4,1,1,1,1,3,2,2,4,0,1,0,0,4,5,0,1,0,4,5,3,5,4,1,4,2,1,4,3,5
20/11/2017,75,4,1,3,2,1,3,3,0,2,2,4,1,3,2,4,3,1,3,3,2,4,0,1,2,3,1,4,1,1,2,5,1,4,7
21/11/2017,63,11,0,4,0,1,1,4,0,0,1,7,1,3,0,2,1,10,1,2,3,2,3,8,2,3,0,2,1,5,1,3,1,0,2
22/11/2017,82,16,0,2,0,2,5,4,0,5,5,4,2,5,1,1,2,3,1,3,3,2,2,3,4,2,5,2,1,7,7,2,2,6,5
23/11/2017,86,18,2,3,1,1,0,7,3,1,5,1,5,3,3,6,0,2,2,3,5,1,2,8,2,1,5,6,3,5,1,4,2,6,5
24/11/2017,78,12,2,4,1,1,1,1,2,1,4,3,5,5,5,1,2,1,4,1,4,2,0,1,5,2,3,3,2,5,2,4,6,4,3
25/11/2017,101,11,0,5,7,5,7,3,4,9,0,6,1,4,2,3,5,2,6,5,3,3,0,4,3,3,3,4,0,4,0,0,2,4,5
26/11/2017,74,6,3,0,3,6,3,5,1,2,4,1,0,2,9,2,1,1,4,3,0,0,1,2,3,0,2,1,0,3,0,7,6,3,2
27/11/2017,98,11,1,3,1,5,3,3,0,3,1,6,5,5,3,3,6,4,4,1,2,5,1,6,7,0,3,10,1,1,1,3,1,3,8
28/11/2017,82,9,1,9,1,6,3,5,0,2,2,4,3,2,2,0,2,2,2,6,3,2,1,1,4,1,1,0,3,6,2,2,2,4,7
29/11/2017,87,11,4,3,1,4,4,2,1,1,2,5,2,4,8,0,0,5,3,2,1,2,0,3,1,9,1,4,0,5,1,5,2,2,11
30/11/2017,83,8,4,3,4,6,3,1,1,3,1,2,3,5,0,4,6,4,4,1,3,1,1,3,3,2,2,2,3,0,2,4,1,4,5
01/12/2017,110,9,3,5,3,4,0,8,2,4,4,5,6,5,3,3,3,3,8,2,1,2,3,5,2,0,2,4,1,3,6,3,2,3,11
02/12/2017,75,8,0,2,5,0,6,3,1,3,1,0,3,2,1,5,3,4,5,4,3,1,0,4,2,0,1,1,2,9,1,0,1,2,8
03/12/2017,58,4,2,1,1,4,1,3,0,2,10,2,2,2,0,3,2,0,0,0,2,2,0,1,0,0,3,6,0,2,0,5,3,1,2
04/12/2017,73,11,2,7,1,5,0,3,0,3,7,9,1,1,4,7,1,4,1,3,1,0,0,1,2,1,2,1,1,3,0,5,0,2,6
05/12/2017,92,14,2,5,4,4,2,3,5,4,2,4,1,8,0,3,1,0,2,0,3,1,3,9,5,4,3,2,0,6,6,2,4,3,5
06/12/2017,87,14,2,2,2,4,2,6,2,1,3,6,4,3,1,0,1,0,3,3,3,3,1,5,2,3,2,2,1,6,4,7,5,3,9
07/12/2017,103,14,1,2,1,2,2,5,1,5,1,5,0,2,1,4,1,1,5,5,4,9,1,1,5,1,3,1,1,7,4,8,6,10,12
08/12/2017,83,13,4,2,0,3,4,4,2,5,7,5,0,3,0,2,4,2,4,0,4,1,2,12,3,0,5,3,1,0,3,2,2,3,4
