date,slight,serious,barking and dagenham collision,barnet collision,bexley collision,brent collision,bromley collision,camden collision,city of london collision,croydon collision,ealing collision,enfield collision,greenwich collision,hackney collision,hammersmith and fulham collision,haringey collision,harrow collision,havering collision,hillingdon collision,hounslow collision,islington collision,kensington an chelsea collision,kingston upon thames collision,lambeth collision,lewisham collision,merton collision,newham collision,redbridge collision,richmond upon thames collision,southwark collision,sutton collision,tower hamlets collision,waltham forest collision,wandsworth collision,westminster collision,all counted vehicles,barking and dagenham,barnet,bexley,brent,bromley,camden,city of london,croydon,ealing,enfield,greenwich,hackney,hammersmith and fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington and chelsea,kingston upon thames,lambeth,lewisham,merton,newham,redbridge,richmond upon thames,southwark,sutton,tower hamlets,waltham forest,wandsworth,westminster
19/09/2017,74,13,1,4,0,0,3,5,2,2,7,1,4,6,1,2,3,0,7,7,3,2,2,4,0,1,1,1,0,4,0,2,1,6,5,59000,0,0,0,0,21317,0,0,1462,0,34898,0,0,0,0,469,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0
20/09/2017,80,11,3,3,3,2,2,0,2,1,1,1,4,2,4,7,2,2,0,7,2,1,1,5,0,1,0,2,3,4,2,6,3,5,10,106450,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,9182,0,0,0,5811,0,9158,0,0,65019,0,0,0,0,0,0,15488
21/09/2017,96,7,1,2,2,1,2,2,1,3,4,1,7,1,2,2,1,2,7,4,8,2,5,6,1,1,4,4,1,6,4,8,2,2,4,33896,0,0,0,0,0,763,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,281,0,0,10428,10265
22/09/2017,100,11,1,1,3,7,5,1,1,7,1,4,0,5,2,5,3,6,5,6,3,3,1,5,4,0,4,5,0,4,0,6,5,3,5,70169,0,0,5952,0,5748,0,19177,16564,0,0,0,0,0,0,0,0,22465,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/09/2017,65,11,6,5,3,7,0,6,3,4,5,0,0,2,0,1,1,0,0,1,5,1,1,3,2,1,4,2,1,2,1,2,2,3,2,174120,0,0,0,73676,0,0,0,0,58828,0,0,0,0,0,0,15206,2493,0,1879,0,0,0,0,0,0,0,0,0,0,0,0,22038,0
26/09/2017,82,11,3,4,1,2,3,5,2,5,1,4,2,2,1,5,1,2,2,6,2,3,1,2,2,3,5,4,1,4,1,1,0,6,7,117527,0,13288,0,12571,19462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66483,0,5723,0,0,0,0,0,0,0,0,0,0,0
27/09/2017,121,22,6,11,3,5,2,4,1,5,2,3,2,2,3,8,0,3,8,4,3,2,1,7,5,2,8,7,3,6,1,4,5,9,8,33588,0,0,0,0,4248,0,0,0,0,0,0,0,0,0,0,0,0,28342,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0
28/09/2017,107,11,0,6,3,7,3,7,1,2,4,2,0,3,3,7,2,0,2,3,2,2,1,3,4,4,4,7,1,11,1,5,3,6,9,219536,0,23697,0,1380,8660,0,0,8360,0,0,1771,0,0,0,17763,0,0,20373,0,0,0,0,0,0,0,106991,4693,25848,0,0,0,0,0
29/09/2017,100,7,1,5,8,7,5,2,1,4,9,4,2,10,1,3,2,4,2,5,2,1,2,2,3,1,2,2,1,3,1,4,2,1,5,15470,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,7012,0,0,0,5793,0,0,0,0,0,0,0,2097,0,0,0
02/10/2017,70,12,1,1,0,3,2,4,0,1,7,4,2,1,4,2,1,1,0,5,0,0,0,7,4,1,10,2,1,5,1,4,0,3,5,141128,0,0,0,0,0,0,0,0,0,16758,0,0,0,0,0,0,951,0,13450,0,0,1783,0,0,83853,0,0,0,1769,0,22564,0,0
03/10/2017,95,11,1,6,5,2,1,4,2,6,2,5,0,3,4,4,2,6,5,2,4,4,0,7,5,2,2,3,1,4,1,5,0,1,7,26991,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,4758,0,0,0,0,0,0,0,13943,0,0,0,0,0,7859,0,0
04/10/2017,88,7,7,8,0,4,3,2,2,2,4,2,3,2,1,4,0,0,2,1,2,6,3,3,7,2,0,3,0,3,0,6,1,8,4,71281,0,0,0,0,435,14961,0,0,0,0,0,0,0,0,0,29491,22057,0,0,0,0,0,0,0,0,0,0,0,1790,2023,0,524,0
05/10/2017,90,8,2,1,5,5,1,1,1,3,3,3,4,3,2,5,1,3,3,2,4,3,2,10,2,2,3,4,1,4,1,5,1,5,3,47312,0,0,0,0,0,0,0,0,0,0,0,0,9302,0,0,9959,0,924,0,0,0,0,0,0,4060,0,1479,0,0,0,0,1204,20384
06/10/2017,107,14,2,3,3,10,6,0,2,6,2,5,4,1,2,3,0,1,3,8,4,2,0,5,3,3,7,3,2,6,2,7,2,7,7,43005,0,13958,0,0,0,2219,24228,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,392,0,0,920,253,0,0,0,0,0,0,0
09/10/2017,60,11,3,3,1,3,1,5,0,1,7,3,0,0,2,5,2,2,0,2,0,3,3,5,2,1,0,0,2,5,0,4,2,1,3,98139,0,0,0,0,1458,0,0,0,0,0,0,0,78976,0,220,0,0,0,0,0,0,0,8777,0,0,0,8708,0,0,0,0,0,0
10/10/2017,94,6,2,7,3,4,0,3,1,7,5,5,1,3,3,4,1,1,7,1,3,2,2,6,3,2,5,5,0,4,1,5,0,1,3,32581,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,4375,0,0,0,0,319,0,0,8657,18335,633,0
11/10/2017,95,11,3,3,3,4,5,2,1,2,8,1,3,5,1,3,0,3,2,2,5,0,2,3,5,0,10,4,3,1,4,7,1,8,2,84066,0,0,0,0,0,0,0,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62228,0,0,761,0,7725,0,0,6673,0
12/10/2017,91,13,12,9,0,0,2,1,2,2,7,2,2,0,1,7,1,0,7,2,2,2,3,4,8,0,1,1,1,3,1,7,1,9,4,41625,0,0,0,8389,505,0,0,0,427,0,0,0,0,0,0,544,0,0,4947,0,0,0,0,16302,0,0,0,0,0,10511,0,0,0
13/10/2017,90,14,1,8,2,2,7,2,0,1,9,3,0,0,2,1,1,0,9,3,4,6,2,6,0,2,7,2,4,3,8,2,0,4,3,66425,0,0,1515,16293,0,0,0,0,0,0,13132,0,0,0,0,0,0,113,1610,0,0,0,41,0,0,0,0,0,0,0,33721,0,0
16/10/2017,61,8,4,4,1,2,5,2,3,3,2,2,3,6,2,2,1,1,3,2,3,2,0,2,3,0,2,2,0,4,1,1,1,0,0,36620,0,11986,0,0,0,0,0,2552,6953,0,4011,0,436,0,0,0,0,0,0,0,0,4394,0,0,0,0,6288,0,0,0,0,0,0
17/10/2017,89,11,2,1,1,5,8,1,0,1,4,3,0,4,1,1,2,2,3,2,4,4,2,7,6,6,4,4,2,5,2,2,2,1,8,75668,0,0,0,0,0,80,0,20378,0,0,0,0,0,279,0,0,0,8350,0,0,0,17165,512,12592,0,16312,0,0,0,0,0,0,0
18/10/2017,102,15,0,6,2,5,2,9,2,1,9,5,5,4,1,5,5,3,2,1,4,9,1,6,0,2,2,3,1,4,1,4,2,8,3,51353,187,0,0,0,930,0,16893,4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9637,0,0,0,0,11079,8334,0,0,0
19/10/2017,97,16,3,5,7,10,3,2,0,1,4,8,5,4,7,1,0,6,3,2,2,0,0,2,3,4,1,8,1,3,6,3,1,3,5,126703,8466,51166,0,0,11575,0,0,298,4439,0,0,18405,0,11805,0,0,15907,0,0,0,0,0,0,4642,0,0,0,0,0,0,0,0,0
20/10/2017,93,12,2,5,0,4,4,3,0,2,5,3,2,3,1,3,2,1,3,5,3,3,1,11,3,0,7,2,1,6,4,6,1,6,3,92073,0,0,0,0,801,35753,0,405,0,52262,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,2388,0,0,0
30/10/2017,71,9,2,5,1,4,0,4,0,4,4,1,0,2,1,3,1,3,0,4,1,4,1,7,6,0,4,5,1,3,1,1,1,2,4,55184,3942,0,0,0,10095,39509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638
31/10/2017,77,17,3,2,0,1,1,2,2,2,1,3,4,4,2,7,5,2,2,5,4,2,0,9,4,1,3,6,0,1,0,2,3,7,4,5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384,0,0,0,2101,0,0,0,0,0,0,0,0,0,0,0
01/11/2017,78,18,1,2,1,6,6,1,0,4,3,2,2,0,3,4,3,1,1,3,0,3,2,9,6,0,6,4,2,5,0,4,0,5,7,255348,0,233813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21535,0,0,0,0,0,0,0,0,0
02/11/2017,70,15,1,1,1,4,2,3,1,2,1,5,4,2,2,4,2,1,1,2,3,2,1,4,7,1,5,3,1,2,3,3,4,1,6,155190,0,0,0,0,0,0,0,0,0,0,58588,0,0,0,0,0,0,0,0,0,84864,0,0,0,0,0,11738,0,0,0,0,0,0
16/03/2018,79,13,2,1,2,4,3,2,2,2,7,4,3,3,1,2,2,2,1,5,4,2,1,8,1,0,4,0,1,2,1,7,2,5,6,154402,0,0,83207,0,0,0,0,383,9809,0,283,0,0,0,0,0,469,35196,0,0,0,15679,0,0,489,0,0,8887,0,0,0,0,0
19/03/2018,44,7,5,0,1,3,0,2,1,0,1,2,2,2,3,1,1,2,1,2,0,2,0,3,1,0,0,0,0,1,2,3,1,4,5,16762,0,0,5249,0,0,0,0,0,0,9532,0,0,0,830,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/03/2018,75,9,3,1,1,1,1,2,3,3,1,0,3,0,1,5,0,4,0,4,2,3,1,6,3,4,6,6,0,6,2,2,2,2,6,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2018,87,13,2,4,2,2,2,4,3,4,5,4,3,3,3,1,2,2,4,2,2,4,1,5,2,0,3,3,0,7,5,8,1,4,3,22169,0,0,0,0,0,0,0,0,0,0,0,529,660,0,0,0,0,0,0,0,0,0,12028,0,0,0,0,0,8952,0,0,0,0
22/03/2018,56,6,0,5,0,5,2,1,2,0,2,1,2,3,2,2,1,0,1,1,3,0,2,5,0,0,4,1,0,4,1,2,0,5,5,4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4324,0,0,0,0
23/03/2018,76,9,1,2,2,4,1,3,1,2,4,3,1,3,2,1,3,2,1,5,3,5,2,8,6,3,2,1,1,1,0,2,4,3,3,4578,0,0,0,0,0,0,0,1605,1213,0,0,0,0,0,0,0,1171,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0
16/04/2018,70,5,0,5,2,2,1,4,0,8,2,6,1,0,1,3,6,4,0,2,2,0,0,1,0,5,1,1,0,0,1,5,2,7,3,200375,0,0,0,0,1125,0,0,7018,0,83943,0,10573,14628,0,0,0,22118,0,0,0,0,0,760,3201,0,0,0,0,0,11278,0,44404,1327
17/04/2018,63,11,0,5,5,2,3,3,1,0,3,0,3,1,1,7,1,3,2,1,4,1,0,4,9,0,2,0,0,2,1,3,1,2,4,82837,0,0,0,6781,0,0,0,0,6787,10699,0,0,0,0,0,0,16887,0,0,0,0,0,0,18887,0,15870,0,0,0,0,6926,0,0
18/04/2018,98,22,2,6,5,1,1,5,5,1,4,3,3,2,4,2,4,0,6,8,2,3,2,7,0,1,3,12,2,8,1,4,3,3,7,64741,0,0,0,0,0,0,0,0,0,0,0,13586,0,1816,0,10171,4871,15667,0,12172,0,0,0,0,0,0,6458,0,0,0,0,0,0
19/04/2018,81,16,1,4,4,3,2,5,2,4,2,0,2,5,0,2,1,1,2,2,5,4,1,0,2,3,1,5,3,6,1,6,7,7,4,54608,0,12065,0,0,11236,0,0,0,0,2782,1055,0,0,0,0,12836,0,0,0,0,8440,0,0,0,0,0,0,0,0,0,299,0,5895
20/04/2018,78,11,7,2,0,4,2,4,1,5,3,3,3,7,3,2,1,3,4,1,2,1,1,2,3,2,0,2,1,7,2,2,1,1,7,79974,0,8500,0,0,0,0,0,7480,0,0,21903,0,0,0,0,0,29041,2149,0,0,0,0,9706,0,270,925,0,0,0,0,0,0,0
23/04/2018,79,15,3,6,8,2,2,1,0,2,5,3,3,4,1,1,2,2,3,9,1,0,1,4,2,1,1,2,1,1,0,4,2,6,11,76506,0,0,0,6633,0,0,0,0,0,0,0,0,0,0,0,0,0,6493,0,0,19856,24710,0,0,0,0,0,0,0,14810,4004,0,0
24/04/2018,78,12,0,3,1,3,0,4,4,5,0,2,1,0,6,2,3,9,1,0,0,4,2,5,2,2,6,5,0,3,1,5,5,3,3,57710,0,0,16514,0,0,0,0,3294,0,15837,0,0,0,0,0,0,0,0,0,18097,0,3968,0,0,0,0,0,0,0,0,0,0,0
25/04/2018,85,14,1,1,2,1,4,2,1,4,3,0,1,6,2,2,5,5,0,4,3,5,1,9,5,0,5,3,1,4,1,3,4,6,5,79377,0,0,0,0,0,0,16941,0,6686,12919,0,0,462,12236,0,0,0,5316,0,20399,0,407,0,0,0,0,4011,0,0,0,0,0,0
26/04/2018,71,15,1,2,1,5,1,4,1,4,1,1,5,0,2,4,1,4,2,4,4,2,0,4,2,1,3,4,2,6,2,4,2,4,3,47331,0,0,0,7320,0,9070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19851,0,4700,0,0,0,0,0,4942,0,0,0,1448
27/04/2018,97,13,0,5,1,3,4,5,1,3,9,5,2,5,2,6,1,2,1,3,3,3,0,6,2,3,4,1,0,8,0,4,4,4,10,165627,0,0,0,43896,0,0,0,0,0,3193,0,0,0,0,0,10078,2310,0,0,0,94922,10930,0,0,0,298,0,0,0,0,0,0,0
30/04/2018,66,4,4,3,4,5,0,2,1,2,1,1,0,2,3,4,2,2,0,2,3,1,0,4,7,0,2,1,1,2,2,1,2,1,5,123489,0,0,16651,0,0,9241,0,0,0,60595,0,0,0,0,0,0,4409,5515,0,0,0,0,0,0,0,11775,9032,0,0,5939,0,332,0
01/05/2018,74,14,6,0,2,1,1,6,1,5,1,5,1,2,0,8,2,1,0,3,4,1,3,5,0,1,3,4,1,6,1,3,3,2,6,18927,0,0,0,0,6510,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11481,0,0,0,0,0,0
02/05/2018,94,10,9,9,1,3,1,3,0,2,3,2,3,6,1,2,1,2,4,2,2,2,1,4,0,4,2,0,6,3,2,6,2,3,13,25183,0,0,0,0,0,0,0,1192,2689,0,6155,0,0,0,4384,0,4506,0,0,0,0,271,0,0,0,0,0,5986,0,0,0,0,0
03/05/2018,88,14,0,2,0,2,3,6,0,2,8,3,7,3,5,3,0,1,1,3,1,3,0,11,1,3,5,1,5,5,1,6,4,1,6,54444,0,0,0,0,400,0,0,0,0,0,0,6612,0,13065,1806,1410,0,0,0,0,0,0,0,10649,0,0,0,0,1806,1086,0,11806,5804
04/05/2018,97,14,6,5,2,4,4,6,2,6,1,2,3,8,5,4,1,1,0,2,2,1,2,4,1,2,6,5,1,6,2,4,5,3,5,80700,0,0,0,0,0,0,0,0,32250,0,0,0,0,0,0,7094,25195,0,0,0,0,0,0,0,16161,0,0,0,0,0,0,0,0
08/05/2018,100,16,5,2,3,4,2,4,3,3,5,2,0,4,3,6,5,2,1,7,6,3,1,7,1,2,2,3,1,8,2,6,2,6,5,84538,15112,0,0,0,2295,0,0,318,0,0,18803,0,0,0,0,0,205,18566,0,0,0,0,0,0,0,0,0,0,0,1597,0,17941,9701
09/05/2018,77,12,1,5,1,3,1,8,0,0,1,0,4,3,2,2,0,2,7,5,5,2,2,5,1,2,4,3,0,3,1,4,4,1,7,80500,6750,1024,0,0,5578,0,0,2005,0,0,0,0,0,0,0,0,17058,0,15796,0,0,0,0,0,0,972,0,10678,0,0,0,3610,17029
10/05/2018,77,13,1,4,1,2,3,3,2,5,6,1,0,3,0,6,1,0,2,8,3,2,1,3,2,1,3,6,2,1,3,3,0,5,7,82534,0,0,0,0,0,0,0,0,0,0,2369,0,0,0,0,35040,15886,0,0,0,0,8047,0,0,0,0,0,0,0,0,0,0,21192
11/05/2018,82,7,1,3,1,1,3,4,1,2,4,9,3,3,0,2,3,3,0,3,0,2,1,4,2,1,1,4,3,3,0,6,3,5,8,104992,0,19994,5073,1946,0,0,0,5304,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,11537,0,0,0,0,7659,10647,39627,0,0,0
14/05/2018,80,8,0,4,1,2,1,1,1,3,7,4,0,0,1,3,3,0,5,5,5,1,1,4,3,0,5,4,1,0,1,7,3,3,9,95234,0,0,18926,0,0,15739,0,0,7405,0,0,0,1780,0,0,0,0,39218,0,0,0,0,0,0,0,0,7697,0,1782,2687,0,0,0
15/05/2018,74,16,2,3,4,1,0,2,0,2,6,0,7,3,1,6,0,3,1,8,2,1,1,6,3,2,2,1,0,9,0,2,3,3,6,89751,0,0,0,0,0,0,0,0,11955,0,0,13989,0,3292,0,0,0,9925,26620,0,0,469,0,17989,0,0,0,0,0,0,3234,2278,0
16/05/2018,81,10,1,4,2,0,2,5,0,6,0,1,5,3,4,5,0,0,3,3,4,3,8,4,1,0,4,2,1,1,1,1,1,7,9,52232,0,1005,978,0,0,0,0,0,0,952,0,3104,0,0,0,0,0,0,1126,0,0,0,0,16421,0,0,0,24775,0,0,0,3871,0
17/05/2018,98,12,2,8,0,4,2,2,2,6,4,1,1,2,3,4,3,6,7,5,4,3,2,4,0,6,3,1,2,3,5,0,2,4,9,95779,0,0,501,0,0,0,0,0,0,363,936,0,0,0,1578,1255,23024,0,0,0,0,0,0,12399,939,0,0,8312,0,0,0,0,46472
18/05/2018,85,17,8,2,3,2,4,4,0,3,6,0,1,3,2,4,3,0,4,0,3,1,3,8,7,2,4,0,1,5,0,7,0,4,8,56148,0,21749,0,0,560,0,0,0,0,13785,0,0,0,0,0,5250,2140,0,0,0,0,0,5041,0,0,0,0,0,0,0,0,0,7623
21/05/2018,67,12,1,2,0,4,2,1,4,6,5,2,1,3,5,2,0,1,0,3,2,3,1,2,3,1,3,2,4,3,0,0,4,2,7,90691,0,0,0,0,18766,0,0,12845,0,4112,6713,0,0,0,0,0,0,0,5578,0,0,0,0,0,148,0,321,15552,0,0,0,0,26656
22/05/2018,81,15,4,2,0,0,6,1,2,3,7,2,5,0,4,2,0,1,1,3,6,3,0,5,3,5,0,1,0,3,2,9,4,7,5,112793,0,0,2262,0,2264,0,0,3011,29908,0,455,0,18338,0,21839,9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25081,0
23/05/2018,88,11,2,1,7,1,3,4,0,3,3,1,2,5,6,2,1,1,0,4,3,6,1,14,4,1,4,2,0,5,1,3,3,2,4,108586,0,0,0,0,935,0,0,17666,14121,0,0,0,0,0,6442,1501,0,0,0,28123,0,0,0,0,7101,0,10824,0,0,0,12767,9106,0
24/05/2018,52,12,0,2,0,1,1,7,4,2,2,3,2,4,1,2,1,2,1,3,0,2,0,1,1,4,1,1,0,5,1,5,1,2,2,70017,0,0,0,6944,0,0,0,0,0,19756,9505,0,0,111,0,0,0,6099,0,0,4035,0,0,0,0,0,0,23259,0,0,0,0,308
25/05/2018,103,20,11,5,2,6,1,2,0,6,8,2,1,10,4,8,0,1,2,4,3,2,0,5,3,3,7,2,1,6,1,3,4,5,5,115368,0,5233,0,0,0,19533,0,11841,72400,0,0,0,0,0,0,0,5233,0,0,0,0,0,0,0,0,1056,0,0,72,0,0,0,0
04/06/2018,59,8,0,2,3,1,3,3,1,1,0,1,4,4,3,3,1,3,1,2,2,3,0,4,3,2,3,0,0,6,0,3,0,3,2,74363,0,0,0,8640,0,6315,0,9774,0,9759,0,0,0,11904,0,9928,0,0,0,9003,5498,0,0,0,0,0,0,0,0,2645,0,897,0
05/06/2018,77,11,1,3,0,2,6,0,4,4,3,0,0,6,0,2,1,3,0,0,2,2,1,5,8,1,0,6,1,8,2,1,3,4,9,149780,0,0,0,6476,0,7325,0,0,0,0,0,0,43856,1228,0,5760,1510,0,0,0,0,10270,5830,0,0,0,0,0,9394,0,0,0,58131
06/06/2018,86,17,6,4,0,5,6,4,1,2,4,3,7,2,5,1,0,3,1,2,1,4,1,5,2,3,2,2,3,3,0,6,4,2,9,94600,14990,0,0,8095,0,5508,0,27618,0,0,0,0,0,0,0,0,0,0,0,0,2033,0,8848,0,0,0,10157,0,649,0,354,16348,0
07/06/2018,72,11,0,0,2,4,1,5,3,2,2,3,2,2,2,1,4,2,2,2,1,3,1,4,1,2,4,2,0,5,0,6,2,5,8,99287,0,15913,11023,0,0,8366,0,0,17643,0,9249,702,0,0,10988,0,0,2777,11161,0,0,0,4355,0,0,1928,0,5182,0,0,0,0,0
08/06/2018,78,10,2,7,0,2,3,1,1,1,3,8,3,5,1,2,0,1,2,2,7,3,1,5,2,0,4,4,0,3,0,2,5,2,6,205558,0,0,0,0,0,8339,0,0,10781,0,12448,0,0,0,15344,0,92207,0,0,0,0,0,11438,4855,0,34473,0,0,0,0,0,0,15673
11/06/2018,102,15,2,9,3,4,4,2,2,2,14,6,3,1,3,1,3,4,2,3,2,5,1,7,7,0,2,4,1,4,1,5,2,2,6,96473,0,4719,29644,12700,4872,0,0,18046,0,17268,360,0,0,0,0,8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
12/06/2018,74,12,3,3,1,4,1,0,4,3,7,12,0,1,5,3,0,0,2,3,3,3,1,6,1,0,4,1,2,3,1,3,1,3,2,93156,69298,3930,0,564,0,0,0,0,0,0,0,0,0,0,0,0,6748,0,0,0,0,0,0,0,0,0,0,0,184,0,0,12432,0
13/06/2018,68,2,1,1,6,2,2,3,2,3,6,1,0,0,1,2,0,0,1,1,2,3,0,7,2,2,1,2,0,3,2,5,2,3,4,142222,0,64871,20795,0,5244,13846,0,0,0,0,0,0,0,0,0,352,0,15334,0,0,0,0,14435,0,0,0,6375,0,0,0,0,970,0
14/06/2018,97,16,2,3,2,1,4,6,0,7,7,1,4,4,0,1,3,5,5,3,2,3,2,5,7,1,5,1,0,6,0,7,4,8,4,99982,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14094,0,15794,15647,2102,0,0,0,0,1578,28872,0,0,0,0,20017,0
15/06/2018,73,16,1,3,2,2,2,4,0,3,4,3,4,3,3,4,1,1,2,4,0,4,3,4,3,2,2,2,1,5,2,6,2,4,3,168387,0,0,0,17265,0,0,0,3133,0,0,0,0,0,0,0,3906,900,0,0,0,21241,0,6977,0,0,0,0,0,12109,78823,0,11754,12279
18/06/2018,75,12,1,4,3,1,2,2,1,1,3,4,1,2,1,6,0,2,1,1,2,6,1,4,3,2,0,2,2,5,1,4,5,8,6,55768,0,296,0,19636,0,4492,0,0,0,0,227,0,0,14886,13822,1246,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0
19/06/2018,74,20,0,5,1,3,4,5,1,2,2,8,1,1,1,5,2,3,1,6,1,3,3,4,5,1,2,0,2,6,2,5,1,4,4,164195,0,62425,0,0,0,12481,0,0,0,0,729,0,0,0,0,0,3421,0,0,0,0,24299,0,0,2740,58100,0,0,0,0,0,0,0
20/06/2018,79,12,0,1,3,1,5,3,0,3,4,1,5,1,2,2,3,2,3,5,1,1,0,0,5,5,3,6,4,3,0,4,7,1,7,26381,0,292,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343,0,567,0,2501,1839,0,0,0,0,140,0,0,0,0,10448
21/06/2018,122,13,3,7,1,4,6,6,0,5,11,6,5,3,3,2,1,2,6,3,1,1,3,3,5,3,10,5,0,4,3,7,2,8,6,63302,0,0,0,502,0,0,0,0,0,0,12703,21984,0,0,4873,0,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19198,0
22/06/2018,79,16,0,4,2,2,2,8,0,4,5,1,0,5,2,3,2,3,1,3,2,3,1,12,9,1,2,0,1,4,1,1,2,5,4,149343,0,7639,0,0,15854,0,0,4939,12644,74470,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32464,0,0,0,0,0,866
25/06/2018,104,11,3,9,1,5,6,6,0,6,3,2,3,4,3,0,8,2,4,3,2,3,0,7,2,2,4,6,1,6,3,1,0,4,6,158547,0,0,0,0,0,0,0,0,0,0,0,15660,0,0,0,13861,16744,0,0,0,19263,0,0,6456,1876,6981,0,0,0,77706,0,0,0
26/06/2018,109,7,1,3,1,4,7,4,0,4,3,5,5,2,5,0,0,3,9,10,1,0,0,8,3,1,2,2,3,8,0,6,5,4,7,84746,0,0,22051,0,2060,0,0,2213,0,0,0,0,0,0,0,8177,24224,0,0,0,0,0,5707,16486,0,1981,1847,0,0,0,0,0,0
27/06/2018,90,19,1,6,2,3,4,2,7,4,2,6,5,1,4,2,1,1,9,6,6,5,0,3,2,1,3,3,2,6,0,0,2,5,5,100841,0,0,0,3189,24125,0,0,0,0,0,0,0,0,18402,0,0,0,0,0,0,11802,8219,0,0,0,17852,0,9561,1179,0,0,0,6512
28/06/2018,66,15,2,0,0,4,1,0,1,3,2,9,2,3,2,3,1,2,3,2,4,2,2,3,6,2,1,3,4,4,0,1,1,3,5,112363,0,0,5761,0,23800,19613,0,0,12632,0,0,0,20162,0,12970,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,4118,11966
29/06/2018,131,12,8,7,4,9,2,2,1,2,7,2,8,5,4,4,3,0,3,2,3,4,0,4,7,4,5,6,1,4,2,11,6,6,7,136764,0,41356,0,0,0,0,0,3399,0,29604,0,0,0,0,0,16488,0,0,0,4117,710,0,0,0,0,0,0,12493,21222,0,0,7375,0
02/07/2018,98,15,3,4,0,2,3,6,1,2,3,4,1,8,4,2,3,0,5,6,1,1,2,7,7,1,8,5,1,4,5,2,3,1,8,50915,0,760,0,0,1007,0,0,0,0,0,0,13440,0,6550,0,0,0,0,0,0,8230,10570,0,3301,0,0,0,0,0,0,0,7057,0
03/07/2018,101,9,0,2,4,7,7,5,2,7,8,1,2,4,2,4,1,1,4,1,5,1,2,5,6,1,2,2,2,3,3,2,3,4,7,67058,0,0,0,0,664,0,0,0,8541,0,0,6217,6319,1964,14829,89,28435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/07/2018,81,9,3,4,6,2,6,1,0,4,2,6,3,5,7,1,1,0,6,3,3,1,0,5,4,1,1,0,2,1,0,1,3,2,6,85134,0,0,0,6514,3234,0,0,0,20434,0,0,0,8261,0,0,12813,0,0,0,0,0,443,0,0,0,0,805,15197,0,0,0,17433,0
05/07/2018,85,15,1,5,0,3,0,4,2,1,5,2,1,2,4,6,1,2,3,5,1,2,0,5,5,4,3,5,6,6,0,2,2,7,5,94410,0,29931,2002,0,13143,0,0,0,0,0,1819,0,0,0,504,0,0,0,0,16357,17597,0,0,2069,0,10404,0,0,0,0,0,0,584
06/07/2018,78,21,5,0,0,5,6,4,1,1,1,6,3,8,1,4,3,3,1,1,3,3,1,5,4,4,7,0,2,3,0,1,2,5,6,103866,0,443,0,0,0,37987,0,1415,0,0,0,0,0,0,0,0,0,0,7489,0,0,0,0,0,24345,0,0,0,14321,6782,11084,0,0
09/07/2018,74,8,1,3,3,0,1,2,0,4,3,3,3,0,1,1,1,0,3,0,1,2,2,4,4,1,3,4,1,4,4,7,0,7,9,68473,0,0,7213,0,0,0,0,17635,0,0,0,0,0,0,0,9059,2155,0,8646,0,4396,0,0,0,6109,0,0,6642,0,0,579,0,6039
