date,slight,serious,barking and dagenham collision,barnet collision,bexley collision,brent collision,bromley collision,camden collision,city of london collision,croydon collision,ealing collision,enfield collision,greenwich collision,hackney collision,hammersmith and fulham collision,haringey collision,harrow collision,havering collision,hillingdon collision,hounslow collision,islington collision,kensington an chelsea collision,kingston upon thames collision,lambeth collision,lewisham collision,merton collision,newham collision,redbridge collision,richmond upon thames collision,southwark collision,sutton collision,tower hamlets collision,waltham forest collision,wandsworth collision,westminster collision,all counted vehicles,barking and dagenham,barnet,bexley,brent,bromley,camden,city of london,croydon,ealing,enfield,greenwich,hackney,hammersmith and fulham,haringey,harrow,havering,hillingdon,hounslow,islington,kensington and chelsea,kingston upon thames,lambeth,lewisham,merton,newham,redbridge,richmond upon thames,southwark,sutton,tower hamlets,waltham forest,wandsworth,westminster
10/07/2018,101,23,2,2,2,9,2,7,1,2,3,6,2,2,1,2,2,6,4,4,5,5,3,3,13,2,1,12,0,3,1,5,2,6,4,185128,0,2456,0,0,0,0,0,0,81037,12257,57181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,0,30408,0
11/07/2018,93,15,4,3,5,3,1,1,2,5,4,3,5,4,5,3,5,2,1,6,5,7,1,3,4,6,1,2,2,1,1,6,1,2,4,113722,0,0,13041,0,0,0,0,26587,13786,0,4164,0,0,16550,18402,0,0,9410,0,0,0,0,0,0,0,0,11782,0,0,0,0,0,0
12/07/2018,82,17,1,5,2,3,1,5,0,4,4,2,2,4,2,7,4,4,3,4,3,2,1,6,1,1,1,0,0,7,0,3,5,5,7,95297,10683,792,13890,0,4722,0,0,4825,1497,0,0,0,0,0,5442,457,2216,0,0,0,0,15966,0,17909,0,0,0,16898,0,0,0,0,0
13/07/2018,97,18,0,1,1,3,0,7,4,6,1,5,6,1,4,5,2,2,1,7,3,2,3,1,4,2,5,3,1,7,1,5,3,4,15,341498,91180,59478,0,0,0,0,0,1818,0,16513,0,0,0,10570,0,73320,15783,0,0,0,0,7590,0,0,0,0,0,0,0,65246,0,0,0
05/09/2018,75,10,1,2,1,3,3,1,0,6,3,3,0,2,3,5,3,0,6,5,3,1,0,6,2,4,5,0,1,3,1,2,5,0,5,101314,601,0,0,0,0,0,0,0,0,0,0,27935,0,0,0,0,0,0,0,8191,0,14925,16585,23475,0,0,0,0,0,0,0,9602,0
06/09/2018,71,14,0,4,3,0,4,0,1,4,11,3,7,2,2,3,1,1,2,1,1,0,1,2,1,4,3,1,1,6,2,2,3,4,5,88148,0,9610,0,0,0,0,0,0,0,0,0,8664,0,0,24782,0,12218,0,0,0,1775,0,0,0,0,0,0,0,4259,0,0,26840,0
07/09/2018,78,8,1,1,0,2,4,2,0,2,4,4,1,6,9,3,1,3,2,1,5,3,2,6,2,0,2,3,0,1,2,2,2,2,8,81055,0,7216,6138,0,0,0,0,14851,0,0,0,7937,0,0,0,0,0,2700,8663,3948,0,735,0,12526,0,0,0,0,0,16341,0,0,0
10/09/2018,61,9,1,3,4,2,2,1,0,4,3,4,0,2,2,3,0,1,3,3,3,0,1,3,2,0,3,3,2,4,0,2,4,1,4,162893,0,102664,0,1153,0,0,0,0,12193,0,0,24332,0,0,0,0,18193,0,1006,0,2985,0,0,0,0,0,0,0,0,0,0,0,367
11/09/2018,78,13,1,1,3,1,1,2,2,4,7,7,1,4,0,4,1,1,3,3,2,1,1,2,1,2,1,3,2,4,3,8,1,4,10,80017,0,0,0,41022,0,0,0,1678,0,0,0,0,0,0,1999,0,18016,0,0,0,0,0,0,0,12689,0,0,4613,0,0,0,0,0
12/09/2018,73,16,5,2,3,5,2,4,0,2,6,1,0,3,4,3,1,2,3,2,3,4,0,3,3,0,5,1,0,6,1,3,2,4,6,70848,2623,0,0,0,0,0,0,31982,0,0,0,512,0,6632,0,9089,0,0,5191,0,0,0,0,0,0,0,0,0,0,0,2863,0,11956
13/09/2018,94,16,4,4,1,5,5,0,1,3,6,3,4,4,4,4,1,4,3,1,3,4,5,3,2,1,0,7,1,5,1,4,3,6,8,76607,0,0,3303,744,0,0,0,6871,0,1081,32331,0,0,0,0,0,0,0,7640,7362,0,0,12839,0,0,0,0,0,0,0,0,0,4436
14/09/2018,82,7,2,1,3,5,3,5,2,3,6,3,3,2,1,4,0,1,4,1,7,1,1,2,4,2,5,2,1,6,1,2,2,4,0,124222,1057,0,1440,0,5518,0,0,8410,0,0,0,7470,0,0,15492,0,0,0,0,0,21945,0,0,0,0,5451,23832,11829,0,0,0,15232,6546
17/09/2018,71,16,2,3,1,1,2,2,1,3,2,5,1,5,1,5,2,5,1,2,3,3,3,4,2,0,7,2,1,6,3,1,3,2,3,71575,0,0,0,0,0,0,0,3545,1648,0,15881,0,0,0,0,14571,0,0,0,0,0,0,0,0,0,0,8677,0,135,17764,0,0,9354
18/09/2018,67,22,4,5,0,4,4,2,1,6,3,6,2,3,4,3,2,1,1,0,3,1,1,4,2,2,1,2,4,7,3,2,2,3,1,83032,0,0,0,0,10629,0,0,0,59496,756,0,0,0,0,520,0,1030,0,0,0,0,0,0,0,841,0,0,9760,0,0,0,0,0
19/09/2018,91,12,5,4,2,5,3,5,5,2,2,5,8,5,3,0,1,1,1,4,4,4,0,5,3,0,1,2,3,6,0,3,1,6,4,107269,0,0,0,8950,0,0,0,43714,0,0,0,0,0,0,0,0,10379,0,0,0,8025,12410,9571,0,8769,0,0,0,0,0,0,5451,0
20/09/2018,67,13,0,4,0,3,2,5,1,6,5,2,3,5,0,0,2,0,5,3,1,6,0,5,5,0,1,1,1,3,1,3,4,2,1,78386,0,0,10379,0,22858,0,0,0,0,10211,0,0,0,0,0,0,21996,7056,0,0,0,0,381,0,3850,0,0,1326,329,0,0,0,0
21/09/2018,78,12,2,2,1,2,3,3,1,2,1,0,2,3,2,2,4,0,3,4,0,8,0,9,3,1,4,1,1,10,2,3,2,4,5,169282,0,0,0,0,0,16878,0,18321,0,0,0,0,0,26194,0,12589,0,0,253,0,0,18113,0,0,0,0,0,0,0,49470,0,27464,0
24/09/2018,81,11,3,6,4,2,1,3,1,2,1,4,3,1,1,5,2,4,1,5,3,3,1,6,2,1,3,2,1,1,2,3,3,3,9,119545,0,12867,35312,0,0,0,0,8667,0,0,0,0,0,0,0,15694,2074,0,1779,15461,0,0,26079,0,0,0,1020,0,0,0,0,592,0
25/09/2018,86,13,0,3,3,2,2,5,0,5,1,5,13,0,7,1,3,0,3,3,6,2,0,4,6,3,3,0,1,1,1,3,1,9,3,64090,0,0,0,12264,0,0,0,0,0,0,0,5965,0,4889,0,0,4282,0,543,0,0,6002,0,0,1793,0,0,0,11232,17120,0,0,0
26/09/2018,77,13,0,8,1,3,7,3,1,2,2,2,2,1,3,4,2,0,4,2,7,1,2,2,3,4,3,1,0,3,3,3,3,1,7,43588,0,0,0,0,5066,3458,0,7663,1657,0,0,0,0,0,0,0,3339,0,0,0,1747,2146,0,0,0,0,18512,0,0,0,0,0,0
27/09/2018,79,12,4,7,1,3,2,1,1,4,2,4,1,4,2,2,0,4,2,1,2,0,3,2,5,1,4,4,2,4,2,7,2,3,5,68327,74,0,0,1589,0,16312,0,9072,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,12310,0,0,0,0,23191
28/09/2018,90,12,3,3,3,2,4,4,0,2,3,7,3,0,2,5,6,1,2,6,2,5,1,3,2,6,4,2,1,3,0,4,3,1,9,114401,0,0,26755,0,0,2164,0,17453,0,0,0,1280,0,0,12860,0,0,8331,0,0,0,22391,0,0,0,0,0,0,0,0,23167,0,0
01/10/2018,66,13,2,6,4,4,2,1,0,3,1,4,0,2,1,3,1,1,3,1,1,4,0,6,3,5,0,5,2,3,1,2,1,1,6,44839,0,0,0,0,1904,0,0,0,0,0,13848,0,0,0,0,0,982,0,1021,0,0,1797,0,0,0,0,1988,0,1277,0,0,0,22022
02/10/2018,66,8,3,1,0,2,1,1,0,2,5,8,0,1,1,1,1,2,1,4,1,3,4,3,3,3,2,7,4,5,0,2,1,0,2,83765,0,0,0,0,0,0,0,4530,0,0,0,883,0,0,0,0,21885,0,0,0,0,4730,17340,2938,0,0,8209,0,7011,8573,7666,0,0
03/10/2018,87,17,1,3,1,5,2,4,1,2,6,0,1,1,1,6,2,1,4,2,1,3,4,7,4,4,2,2,2,7,1,7,3,3,11,92681,0,0,11669,0,0,0,0,0,0,0,55309,0,0,143,0,742,0,0,0,0,0,0,0,0,0,3058,3836,0,13297,0,0,656,3971
04/10/2018,74,7,0,1,0,6,1,3,0,2,2,3,0,6,2,1,0,2,5,3,7,2,0,5,1,2,2,2,0,3,2,6,4,1,7,137186,0,0,0,80925,1298,5101,0,0,0,0,0,0,8686,0,0,12554,0,1233,0,0,0,1336,0,4510,0,0,1445,0,4483,8001,0,973,6641
05/10/2018,83,16,0,4,1,3,1,9,1,3,1,10,1,6,2,7,2,8,0,3,3,3,3,4,1,0,4,1,2,3,1,4,1,3,4,89775,0,0,5086,9511,0,0,0,0,0,0,15662,0,0,0,0,0,0,0,9475,0,0,438,31057,0,760,8112,2187,3722,3765,0,0,0,0
08/10/2018,82,9,1,2,4,4,1,4,0,6,4,1,2,6,2,5,4,5,2,2,1,3,0,4,5,0,2,4,1,4,0,3,9,0,0,62830,0,14699,0,0,0,560,0,0,0,6890,4271,0,444,0,150,0,0,0,0,0,0,0,0,6895,0,0,25238,0,0,0,3683,0,0
09/10/2018,89,12,0,3,1,3,4,5,4,3,6,5,6,1,1,1,1,1,5,3,4,3,1,11,1,1,2,5,1,4,3,4,4,2,2,31961,0,0,0,0,10045,0,0,0,267,0,0,0,0,0,7888,0,0,5156,0,0,5490,0,505,0,0,0,329,0,0,0,1686,595,0
10/10/2018,100,17,2,3,1,6,7,3,1,8,4,2,4,6,3,7,2,2,2,5,0,4,2,3,1,0,3,3,3,3,0,7,1,9,10,93255,0,0,6726,0,17836,0,0,5611,0,16246,0,0,3807,6059,4209,0,0,0,0,0,0,0,0,0,0,0,22208,0,8244,2309,0,0,0
11/10/2018,71,13,0,2,4,2,3,3,0,3,1,6,1,1,3,1,1,3,6,6,6,2,0,2,0,2,3,4,1,5,2,3,1,1,6,36123,0,0,0,0,8509,0,0,324,0,0,0,0,0,0,0,519,0,3920,4382,16476,0,0,0,0,0,0,0,0,0,1993,0,0,0
12/10/2018,81,14,0,0,2,10,4,7,0,2,2,2,2,3,3,1,1,3,7,2,2,5,1,5,3,4,0,7,0,2,0,3,3,3,6,82790,0,0,14409,15758,0,7130,8371,0,6707,5132,0,0,0,0,0,0,0,85,1671,0,2718,0,0,0,0,0,0,0,0,2112,8347,10350,0
15/10/2018,55,11,1,3,2,4,0,5,1,3,0,6,1,1,1,2,1,3,1,3,1,1,0,2,1,1,1,5,3,2,1,4,1,1,4,33657,0,188,2903,0,0,0,0,2756,7708,0,0,0,0,0,0,0,0,0,0,0,6142,4464,0,2893,0,0,6603,0,0,0,0,0,0
16/10/2018,81,12,2,8,3,3,2,4,1,2,0,6,3,2,2,6,1,6,1,2,2,1,0,8,2,4,1,1,2,4,0,1,3,4,6,102736,0,0,0,0,0,75,0,0,405,0,0,0,0,275,0,0,0,217,0,0,21245,0,20310,11344,0,16687,0,0,0,5503,0,16982,9693
17/10/2018,82,10,1,4,3,3,4,2,0,2,2,3,2,3,4,1,4,2,5,5,1,3,3,6,3,4,1,1,2,1,2,5,1,6,3,82534,145,3503,0,0,884,0,19810,4710,0,0,0,0,0,0,0,0,1267,0,12047,0,0,19943,2365,9825,0,0,0,0,0,8035,0,0,0
18/10/2018,59,11,0,1,2,1,1,3,0,1,1,5,1,0,6,1,0,2,4,2,0,3,0,5,6,2,6,4,1,2,1,2,0,4,3,70546,0,8456,0,0,11432,0,0,0,12053,5163,0,0,0,0,0,0,13882,11547,3085,0,0,0,0,3761,0,0,0,0,0,0,0,1167,0
19/10/2018,92,19,4,3,3,1,2,2,0,0,0,4,7,2,4,4,2,7,2,5,4,9,1,3,5,1,6,3,0,6,1,8,1,6,5,140719,414,0,0,0,829,0,0,14679,2406,51980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36716,0,16964,2370,0,0,14361
29/10/2018,82,15,1,2,0,3,8,1,3,1,1,3,2,8,3,2,0,1,1,6,3,1,0,7,4,2,4,2,2,6,3,8,0,1,8,140020,4087,0,80959,0,10955,0,0,0,13234,0,0,0,0,0,0,0,0,0,0,0,0,29106,0,0,0,0,0,0,0,0,0,0,1679
30/10/2018,50,12,0,0,1,5,1,1,0,2,2,2,1,4,1,4,1,0,4,0,4,0,0,1,2,1,2,3,1,1,0,5,3,5,5,52116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,22000,0,0,2170,0,0,0,0,0,0,0,25099,0,0,0
31/10/2018,84,11,1,8,2,4,4,3,2,0,3,6,1,4,4,3,2,2,4,3,5,2,1,0,1,3,1,2,4,5,0,5,0,5,5,35823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16099,0,19724,0,0,0,0,0
01/11/2018,88,8,0,1,3,8,4,6,2,8,3,7,1,1,0,0,1,4,3,2,3,4,0,9,4,1,1,2,1,3,1,3,2,2,6,26328,0,0,0,0,0,0,0,0,0,0,0,0,0,11607,0,0,0,0,0,0,0,0,0,0,0,0,0,14721,0,0,0,0,0
02/11/2018,111,15,1,2,1,3,9,4,3,3,2,3,2,3,5,6,2,2,11,6,7,6,0,1,5,1,11,4,2,2,2,2,2,5,8,41931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,12379,0,0,0,16778,12257
15/03/2019,80,9,2,1,2,2,3,3,1,7,1,5,3,4,1,3,0,1,9,3,4,1,1,4,1,1,11,1,0,3,3,6,0,1,1,98039,0,0,51565,7054,0,0,0,872,10167,0,0,6025,0,0,0,16501,483,0,5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/03/2019,57,13,0,3,1,2,3,0,1,2,4,1,1,0,6,2,3,4,5,1,1,1,2,0,1,0,6,0,1,2,0,0,2,7,8,29326,0,0,5249,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,12772,0,0,4274,0,0,0,0,0,0,5903,0,0
19/03/2019,49,12,2,3,1,1,2,3,0,3,7,0,3,1,0,2,0,3,1,0,2,1,0,0,2,3,1,0,1,8,1,3,1,5,1,161967,0,0,0,0,0,0,0,0,0,0,0,6239,0,0,0,0,728,44725,0,0,0,6706,0,0,93315,0,10254,0,0,0,0,0,0
20/03/2019,72,14,1,3,0,5,2,4,0,2,2,4,3,3,0,1,0,2,2,3,1,2,1,4,3,3,3,1,1,3,5,8,2,5,7,152165,0,63798,0,0,0,0,0,30766,0,0,0,0,630,0,0,15204,0,0,0,0,0,27370,4426,0,0,0,0,0,9971,0,0,0,0
21/03/2019,58,11,6,2,0,5,5,1,0,3,2,0,2,1,1,3,4,1,3,0,3,3,1,1,1,1,3,0,3,4,1,1,2,3,3,37256,0,13443,0,0,0,8027,0,0,0,0,0,8468,0,0,0,0,0,0,2971,0,0,0,0,0,0,0,0,0,4347,0,0,0,0
22/03/2019,65,11,0,0,0,5,2,5,0,1,2,4,3,1,2,2,1,1,0,4,0,4,0,2,3,2,4,4,1,2,1,2,6,6,6,151987,0,0,9456,9587,0,0,0,1513,61130,22831,265,0,0,0,0,0,321,0,0,0,0,0,0,0,12472,34412,0,0,0,0,0,0,0
25/03/2019,73,11,2,4,1,1,2,1,0,2,4,5,0,1,4,4,3,3,5,3,4,2,1,1,3,1,3,2,1,6,0,2,1,7,5,27100,0,0,0,0,1074,7856,0,0,0,9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8746,0,0,0,0,0
26/03/2019,75,15,1,5,0,3,2,4,0,2,6,4,3,4,1,0,3,2,0,3,3,1,1,6,1,1,1,4,2,11,1,1,6,4,4,160998,22366,8052,10099,0,0,0,0,0,97078,0,0,0,3677,0,0,0,0,0,0,0,0,0,19726,0,0,0,0,0,0,0,0,0,0
27/03/2019,57,9,2,1,0,3,1,4,1,4,1,6,2,1,2,0,1,1,2,8,6,0,1,5,0,0,2,2,0,2,1,1,2,1,3,57601,0,0,0,0,14597,11242,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,7663,0,0,0,0,0,0,0,23686,0,0
28/03/2019,59,8,1,1,1,2,1,5,2,2,3,2,0,5,2,4,2,0,0,0,5,0,0,0,1,0,3,5,1,3,3,4,2,1,6,178044,0,62274,0,65452,0,5038,0,0,0,0,0,0,0,0,11669,0,0,0,0,17157,0,0,0,0,0,0,0,0,16454,0,0,0,0
29/03/2019,99,21,3,6,6,3,5,5,3,9,3,5,1,5,0,2,2,10,10,2,2,1,3,4,3,2,5,2,1,0,3,1,2,2,9,41018,0,0,0,0,0,0,0,0,1208,0,0,8324,0,25903,0,0,715,0,0,0,0,515,0,0,0,0,0,4353,0,0,0,0,0
01/04/2019,87,10,0,2,1,9,0,2,1,0,2,5,2,1,1,5,8,6,3,4,6,2,2,3,0,1,5,5,2,4,1,5,2,3,4,71624,0,0,0,0,0,0,0,18052,0,0,0,0,0,0,0,18449,0,0,0,0,0,0,767,0,0,0,0,0,0,33162,0,0,1194
02/04/2019,85,5,0,1,1,3,1,4,0,1,5,3,0,2,2,7,2,4,4,4,0,3,2,7,3,0,4,4,6,4,2,4,2,1,4,69222,20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30366,9871,0,0,0,0,0,0,0,0,0,0,0,0,8654,0,0
03/04/2019,74,10,2,2,1,3,2,2,4,6,5,0,1,6,1,4,0,1,4,3,3,2,2,3,2,0,3,2,0,4,5,4,0,1,6,196111,0,0,14998,0,0,7814,0,0,0,81503,0,0,0,0,0,0,0,0,0,0,0,5902,4979,0,76241,0,0,4674,0,0,0,0,0
04/04/2019,83,10,1,2,1,4,2,3,0,6,4,4,2,5,4,4,3,1,3,2,5,4,0,2,3,4,2,0,0,6,2,6,3,2,3,103212,0,46416,0,0,0,5182,0,0,0,0,0,19421,7814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042,0,0,0,18337,0
05/04/2019,65,9,0,2,1,4,5,2,1,3,4,4,3,1,1,2,3,0,1,1,4,2,1,4,3,4,2,1,1,1,1,3,0,5,4,319575,0,0,0,0,0,0,0,0,0,0,0,0,79333,12248,0,0,135791,0,0,0,69810,0,0,0,0,11168,0,0,0,0,0,0,11225
23/04/2019,61,5,3,0,3,2,1,2,0,3,4,3,3,2,1,6,0,4,0,0,5,2,1,5,1,1,2,1,2,1,0,2,3,0,3,32040,0,0,14201,0,0,0,0,0,0,0,9054,0,0,953,0,0,7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/04/2019,73,13,1,3,0,1,3,2,4,4,2,3,1,2,3,4,0,1,0,2,6,1,1,5,1,2,6,2,2,6,3,3,3,4,5,95818,6006,6272,0,0,0,0,0,1391,0,0,0,0,7782,0,0,0,0,2226,0,0,0,0,0,69880,0,0,0,0,0,2261,0,0,0
25/04/2019,73,9,2,2,1,7,3,2,0,9,7,1,3,3,1,1,4,2,1,0,0,3,0,0,0,1,1,6,3,2,1,0,5,4,7,96403,490,8729,0,0,0,0,0,0,0,2736,0,0,0,4517,10558,0,10769,37083,0,0,0,0,4350,0,0,0,0,0,0,0,17171,0,0
26/04/2019,81,15,2,1,2,3,1,3,0,3,3,10,2,4,0,5,1,1,2,1,7,2,2,6,3,3,6,2,1,5,3,5,1,4,2,168962,0,9968,2302,0,0,0,0,0,0,0,0,0,16868,6419,0,0,0,0,0,0,0,5748,0,0,5682,111751,0,0,0,0,706,0,9518
29/04/2019,72,11,8,1,1,4,1,3,2,7,2,3,4,2,3,3,0,4,0,1,3,1,0,1,4,0,3,3,0,4,4,0,3,3,5,91546,0,0,0,0,16542,0,0,0,6262,0,0,0,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,58433,0,0,9548
30/04/2019,74,9,4,2,1,4,1,3,2,2,2,8,4,3,2,5,1,2,1,5,2,0,2,4,3,1,0,3,1,4,0,5,0,4,2,43587,0,266,0,0,172,0,0,5573,11222,0,0,0,0,0,0,15483,0,0,0,0,0,0,235,0,0,0,0,0,0,10636,0,0,0
01/05/2019,72,8,3,1,1,1,3,4,1,5,1,1,0,5,3,0,0,0,2,10,3,0,4,2,4,3,2,2,1,8,0,4,1,1,4,242180,0,0,0,91299,0,0,0,0,0,0,0,0,0,0,0,0,0,46708,0,0,0,0,0,0,0,0,0,0,0,0,94091,10082,0
03/05/2019,77,14,0,2,2,3,4,2,0,7,0,1,2,2,3,8,4,0,1,0,5,2,5,4,4,2,3,0,0,4,0,11,2,4,4,287774,0,43489,0,0,0,0,0,1590,0,121881,11493,0,0,0,0,0,0,21717,0,8429,0,0,0,0,11569,0,0,0,0,67606,0,0,0
07/05/2019,92,14,2,1,2,1,4,2,5,3,4,6,0,1,3,6,3,2,5,3,1,5,2,4,3,0,9,2,0,4,2,7,5,7,2,50132,0,9017,6808,0,6650,0,0,771,0,0,0,0,0,0,0,0,1373,10329,0,0,0,0,4398,0,0,0,10786,0,0,0,0,0,0
08/05/2019,56,10,0,1,1,0,4,2,0,4,2,5,0,1,2,0,0,1,1,1,4,1,0,0,3,1,4,1,2,4,6,3,1,2,9,62608,0,0,0,0,2491,0,12469,19229,0,0,166,4466,0,0,4129,0,4749,0,0,0,0,0,0,0,6985,0,7924,0,0,0,0,0,0
09/05/2019,77,7,2,7,3,1,0,0,2,3,2,4,1,1,2,2,4,4,3,2,3,4,0,2,3,2,6,1,0,4,2,4,2,4,4,41472,0,603,7543,0,15471,0,0,0,0,0,0,0,0,0,0,7346,0,0,0,0,8662,0,0,0,0,0,0,0,1847,0,0,0,0
10/05/2019,73,10,1,4,0,1,1,3,1,2,5,9,5,3,4,2,3,0,1,2,5,1,0,0,6,1,3,2,0,5,0,5,0,1,7,52510,0,0,2314,0,0,0,11120,0,0,0,0,0,0,0,0,7151,24535,7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/05/2019,96,7,4,4,0,4,3,5,1,5,2,7,2,0,3,3,4,1,8,0,3,4,3,3,1,0,1,1,1,5,2,6,3,5,9,80078,0,0,0,0,2200,14662,0,11721,0,0,0,0,0,436,0,0,1366,338,0,4555,17344,0,0,0,0,27456,0,0,0,0,0,0,0
14/05/2019,67,8,1,2,2,1,0,1,1,4,3,2,2,1,3,2,4,3,3,6,2,0,1,2,3,0,0,5,4,2,1,3,2,2,7,24597,0,3456,0,0,0,5239,0,309,0,0,10088,0,0,0,0,0,131,0,0,0,0,0,0,0,302,0,0,0,0,1689,0,0,3383
15/05/2019,79,14,0,3,0,9,2,9,2,2,2,1,7,2,6,2,0,1,1,4,2,3,2,0,1,4,4,3,0,6,2,4,0,2,7,78841,0,954,0,10950,0,0,0,0,0,39157,6247,0,0,0,0,0,16672,0,0,0,0,207,0,0,3709,945,0,0,0,0,0,0,0
16/05/2019,90,21,1,5,2,4,5,4,2,4,4,2,3,2,4,3,1,4,4,4,3,8,2,5,4,1,3,3,2,6,3,4,3,4,2,104863,8011,48473,10485,20343,9242,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,7916,0,0,0,0,0
17/05/2019,66,5,1,3,1,5,1,0,0,0,2,5,2,4,1,8,1,2,2,0,3,3,0,0,1,2,1,2,0,2,2,4,5,4,4,68864,2617,15486,0,0,1658,0,0,10278,0,0,0,0,0,0,0,0,4736,0,0,28420,1411,3286,0,0,0,0,0,0,0,972,0,0,0
20/05/2019,65,11,3,6,3,4,7,3,4,1,2,0,3,1,1,0,3,1,1,3,1,0,0,3,5,0,5,1,3,2,0,2,0,4,4,42791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13729,2423,0,1616,0,0,0,0,0,0,6280,7127,0,1743,0,0,9873,0
21/05/2019,79,14,3,5,0,2,1,3,1,6,4,2,1,1,4,0,5,1,3,0,1,0,2,3,4,5,5,0,2,2,8,5,1,9,4,185942,8721,0,16502,0,0,0,0,800,208,0,10478,0,0,3272,0,0,124118,0,0,0,0,346,2402,0,0,0,16172,0,0,0,297,2626,0
22/05/2019,83,19,5,2,2,4,2,5,1,4,1,3,3,2,4,1,0,2,2,6,1,4,6,3,4,2,10,3,0,1,5,3,1,3,7,133607,0,7495,0,0,26473,0,0,785,0,0,0,3642,0,0,0,0,0,2173,0,0,88561,0,0,0,0,0,0,0,0,0,0,4478,0
23/05/2019,90,17,4,7,1,6,1,4,1,1,1,1,2,5,5,4,0,2,1,5,2,1,1,4,2,1,5,3,3,7,6,6,4,5,6,77948,0,13277,7123,0,8690,0,0,0,0,6388,340,0,0,0,1521,0,22293,0,0,12090,0,0,0,0,862,0,0,0,0,0,0,0,5364
24/05/2019,102,12,0,0,2,12,0,6,3,0,3,8,2,3,3,4,1,3,6,5,1,2,2,6,10,1,4,1,1,7,2,4,2,4,6,151106,0,1504,0,0,0,0,0,0,0,0,0,0,0,21572,0,4590,2436,0,0,0,0,0,43157,0,0,71911,0,5936,0,0,0,0,0
03/06/2019,75,14,1,2,4,4,5,2,0,6,3,5,0,4,4,2,1,0,0,2,3,1,2,4,2,2,0,5,2,4,0,6,1,6,6,80510,0,6746,0,0,0,0,0,0,0,0,246,0,1668,0,0,0,0,2652,5072,0,0,0,0,0,7812,55966,348,0,0,0,0,0,0
04/06/2019,109,9,5,4,2,5,2,3,3,3,4,0,8,5,2,2,1,1,0,4,0,2,1,6,1,5,12,3,4,12,1,4,3,5,5,58626,0,0,0,4521,4384,0,0,0,0,0,0,0,0,0,0,0,8267,6001,0,0,0,0,0,0,0,0,34474,0,979,0,0,0,0
05/06/2019,62,12,1,3,2,2,0,2,1,2,1,1,9,5,0,4,2,5,0,3,2,2,2,3,3,0,0,0,0,6,2,0,1,3,7,103456,0,79970,0,0,0,0,0,15183,0,0,0,0,0,0,0,1598,0,0,0,0,0,0,0,0,0,6705,0,0,0,0,0,0,0
06/06/2019,84,9,7,2,0,5,2,6,0,1,1,0,4,4,0,1,1,4,3,4,4,0,2,6,4,3,6,1,5,4,1,3,3,3,3,43675,0,0,0,0,0,0,0,2990,0,0,9669,0,0,153,0,6923,0,6044,3493,0,0,0,0,0,0,0,11635,0,0,0,0,0,2768
07/06/2019,110,9,3,7,4,2,4,3,1,1,6,5,2,5,7,3,0,5,4,3,5,2,3,3,2,2,3,5,4,5,3,5,3,4,5,86944,0,0,4976,0,0,7641,0,0,616,0,64515,0,0,0,0,0,2420,0,0,0,1803,0,3031,0,0,895,956,0,91,0,0,0,0
11/06/2019,64,15,0,2,1,0,3,3,1,4,2,3,2,9,4,1,2,1,3,1,1,3,2,4,1,1,4,4,0,3,2,3,1,4,4,35669,0,0,0,6119,0,0,0,3022,0,0,0,0,17477,7303,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/06/2019,85,5,2,4,2,4,6,3,1,8,5,2,2,4,1,2,4,1,0,3,1,1,2,3,1,1,1,4,2,5,3,3,3,5,1,74646,0,0,14426,1827,837,0,0,0,0,0,10141,0,0,9418,0,0,0,0,0,0,0,0,9411,0,0,5373,0,0,0,0,0,0,23213
13/06/2019,72,6,2,2,0,5,3,3,1,5,0,4,3,4,5,1,2,1,0,6,2,2,0,1,3,1,3,1,1,1,0,5,1,4,6,223330,0,0,0,80131,0,8378,0,3999,0,0,0,802,0,0,9870,0,82440,17201,0,0,0,0,0,0,0,0,0,2495,0,9840,0,0,8174
14/06/2019,69,16,2,2,1,2,6,4,1,4,0,2,2,2,1,1,0,2,6,3,0,2,4,1,5,2,2,2,1,4,0,3,3,3,12,49997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35844,8144,0,0,0,0,0,0,4474,0,0,0,1535,0,0,0,0,0
